year,0,1,5,15,20,30,50,65,exp15
1972,74.8125,74.57,70.7,60.8925,56.084999999999994,46.495,27.892500000000002,15.559999999999999,75.8925
1973,74.9825,74.69,70.8125,61.0,56.17999999999999,46.582499999999996,27.9725,15.6325,76.0
1974,75.11,74.7875,70.91250000000001,61.0925,56.272499999999994,46.6625,28.055,15.729999999999999,76.0925
1975,75.1575,74.7825,70.9075,61.09,56.272499999999994,46.682500000000005,28.0925,15.760000000000002,76.09
1976,75.02,74.64,70.75,60.935,56.115,46.54,27.925,15.625,75.935
1977,75.56,75.1425,71.2525,61.402499999999996,56.56,46.96,28.3425,16.0175,76.4025
1978,75.515,75.1,71.21000000000001,61.365,56.545,46.955,28.32,15.945,76.36500000000001
1979,75.84,75.39,71.5,61.64,56.7925,47.1725,28.502499999999998,16.1475,76.64
1980,76.06750000000001,75.59,71.6875,61.8175,56.95,47.3275,28.64,16.2625,76.8175
1981,76.53,76.06,72.14,62.25,57.385,47.730000000000004,28.92,16.495,77.25
1982,76.56,76.0775,72.16499999999999,62.275,57.405,47.7525,28.98,16.525,77.275
1983,76.75,76.27000000000001,72.35,62.4625,57.597500000000004,47.955,29.1525,16.65,77.4625
1984,76.91499999999999,76.39500000000001,72.475,62.5875,57.71,48.0725,29.2725,16.755,77.5875
1985,76.93,76.4225,72.5125,62.615,57.752500000000005,48.0975,29.28,16.73,77.61500000000001
1986,77.13749999999999,76.595,72.6875,62.8,57.932500000000005,48.285,29.475,16.872500000000002,77.8
1987,77.30250000000001,76.7675,72.85499999999999,62.955,58.095,48.445,29.615,17.025,77.955
1988,77.345,76.79,72.87,62.974999999999994,58.1075,48.455,29.6425,17.0125,77.975
1989,77.7625,77.205,73.2875,63.38249999999999,58.5225,48.845,29.99,17.2975,78.3825
1990,77.8325,77.27250000000001,73.35,63.4525,58.575,48.8925,30.0,17.3,78.4525
1991,78.49000000000001,77.8675,73.94,64.0325,59.1325,49.4225,30.4825,17.7725,79.0325
1992,78.3075,77.6975,73.76249999999999,63.855,58.957499999999996,49.235,30.294999999999998,17.5475,78.85499999999999
1993,78.4625,77.815,73.88499999999999,63.980000000000004,59.0875,49.3625,30.4,17.5925,78.98
