state,fire_year,month,cause_class,n
AZ,2015,10,Human,27
AZ,2015,10,Missing data/not specified/undetermined,113
AZ,2015,10,Natural,13
AZ,2015,11,Human,17
AZ,2015,11,Missing data/not specified/undetermined,165
AZ,2015,11,Natural,2
AZ,2015,12,Human,23
AZ,2015,12,Missing data/not specified/undetermined,192
AZ,2016,1,Human,27
AZ,2016,1,Missing data/not specified/undetermined,3
AZ,2016,2,Human,58
AZ,2016,2,Missing data/not specified/undetermined,6
AZ,2016,2,Natural,1
AZ,2016,3,Human,90
AZ,2016,3,Missing data/not specified/undetermined,30
AZ,2016,3,Natural,3
AZ,2016,4,Human,113
AZ,2016,4,Missing data/not specified/undetermined,11
AZ,2016,4,Natural,5
AZ,2016,5,Human,177
AZ,2016,5,Missing data/not specified/undetermined,19
AZ,2016,5,Natural,42
AZ,2016,6,Human,170
AZ,2016,6,Missing data/not specified/undetermined,30
AZ,2016,6,Natural,183
AZ,2016,7,Human,99
AZ,2016,7,Missing data/not specified/undetermined,26
AZ,2016,7,Natural,313
AZ,2016,8,Human,54
AZ,2016,8,Missing data/not specified/undetermined,18
AZ,2016,8,Natural,101
AZ,2016,9,Human,57
AZ,2016,9,Missing data/not specified/undetermined,7
AZ,2016,9,Natural,36
AZ,2016,10,Human,39
AZ,2016,10,Missing data/not specified/undetermined,4
AZ,2016,10,Natural,15
AZ,2016,11,Human,22
AZ,2016,11,Missing data/not specified/undetermined,4
AZ,2016,11,Natural,7
AZ,2016,12,Human,15
AZ,2016,12,Missing data/not specified/undetermined,3
AZ,2017,1,Human,21
AZ,2017,1,Missing data/not specified/undetermined,80
AZ,2017,1,Natural,2
AZ,2017,2,Human,32
AZ,2017,2,Missing data/not specified/undetermined,130
AZ,2017,2,Natural,1
AZ,2017,3,Human,59
AZ,2017,3,Missing data/not specified/undetermined,222
AZ,2017,3,Natural,2
AZ,2017,4,Human,165
AZ,2017,4,Missing data/not specified/undetermined,325
AZ,2017,4,Natural,2
AZ,2017,5,Human,213
AZ,2017,5,Missing data/not specified/undetermined,397
AZ,2017,5,Natural,22
AZ,2017,6,Human,223
AZ,2017,6,Missing data/not specified/undetermined,421
AZ,2017,6,Natural,88
AZ,2017,7,Human,124
AZ,2017,7,Missing data/not specified/undetermined,333
AZ,2017,7,Natural,280
AZ,2017,8,Human,46
AZ,2017,8,Missing data/not specified/undetermined,124
AZ,2017,8,Natural,96
AZ,2017,9,Human,78
AZ,2017,9,Missing data/not specified/undetermined,135
AZ,2017,9,Natural,44
AZ,2017,10,Human,107
AZ,2017,10,Missing data/not specified/undetermined,108
AZ,2017,10,Natural,5
AZ,2017,11,Human,59
AZ,2017,11,Missing data/not specified/undetermined,93
AZ,2017,11,Natural,1
AZ,2017,12,Human,45
AZ,2017,12,Missing data/not specified/undetermined,97
AZ,2017,12,Natural,1
AZ,2018,1,Human,829
AZ,2018,1,Missing data/not specified/undetermined,4
AZ,2018,1,Natural,15
AZ,2018,2,Human,657
AZ,2018,2,Missing data/not specified/undetermined,2
AZ,2018,2,Natural,7
AZ,2018,3,Human,816
AZ,2018,3,Natural,3
AZ,2018,4,Human,1022
AZ,2018,4,Missing data/not specified/undetermined,3
AZ,2018,4,Natural,12
AZ,2018,5,Human,1085
AZ,2018,5,Missing data/not specified/undetermined,3
AZ,2018,5,Natural,12
AZ,2018,6,Human,987
AZ,2018,6,Missing data/not specified/undetermined,1
AZ,2018,6,Natural,41
AZ,2018,7,Human,1014
AZ,2018,7,Missing data/not specified/undetermined,6
AZ,2018,7,Natural,496
AZ,2018,8,Human,483
AZ,2018,8,Missing data/not specified/undetermined,2
AZ,2018,8,Natural,201
AZ,2018,9,Human,504
AZ,2018,9,Missing data/not specified/undetermined,1
AZ,2018,9,Natural,32
AZ,2018,10,Human,375
AZ,2018,10,Missing data/not specified/undetermined,2
AZ,2018,10,Natural,17
AZ,2018,11,Human,544
AZ,2018,11,Natural,8
AZ,2018,12,Human,543
AZ,2018,12,Missing data/not specified/undetermined,1
AZ,2018,12,Natural,10
AZ,2019,1,Human,33
AZ,2019,1,Missing data/not specified/undetermined,170
AZ,2019,1,Natural,23
AZ,2019,2,Human,33
AZ,2019,2,Missing data/not specified/undetermined,175
AZ,2019,2,Natural,19
AZ,2019,3,Human,51
AZ,2019,3,Missing data/not specified/undetermined,295
AZ,2019,3,Natural,24
AZ,2019,4,Human,135
AZ,2019,4,Missing data/not specified/undetermined,407
AZ,2019,4,Natural,35
AZ,2019,5,Human,211
AZ,2019,5,Missing data/not specified/undetermined,448
AZ,2019,5,Natural,48
AZ,2019,6,Human,281
AZ,2019,6,Missing data/not specified/undetermined,507
AZ,2019,6,Natural,59
AZ,2019,7,Human,313
AZ,2019,7,Missing data/not specified/undetermined,529
AZ,2019,7,Natural,205
AZ,2019,8,Human,155
AZ,2019,8,Missing data/not specified/undetermined,314
AZ,2019,8,Natural,126
AZ,2019,9,Human,89
AZ,2019,9,Missing data/not specified/undetermined,246
AZ,2019,9,Natural,103
AZ,2019,10,Human,126
AZ,2019,10,Missing data/not specified/undetermined,245
AZ,2019,10,Natural,19
AZ,2019,11,Human,64
AZ,2019,11,Missing data/not specified/undetermined,199
AZ,2019,11,Natural,25
AZ,2019,12,Human,4
AZ,2019,12,Missing data/not specified/undetermined,87
AZ,2019,12,Natural,7
AZ,2020,1,Human,206
AZ,2020,1,Missing data/not specified/undetermined,2
AZ,2020,2,Human,216
AZ,2020,2,Missing data/not specified/undetermined,1
AZ,2020,3,Human,220
AZ,2020,4,Human,490
AZ,2020,4,Missing data/not specified/undetermined,7
AZ,2020,4,Natural,2
AZ,2020,5,Human,1030
AZ,2020,5,Missing data/not specified/undetermined,12
AZ,2020,5,Natural,31
AZ,2020,6,Human,806
AZ,2020,6,Missing data/not specified/undetermined,10
AZ,2020,6,Natural,24
AZ,2020,7,Human,590
AZ,2020,7,Missing data/not specified/undetermined,7
AZ,2020,7,Natural,129
AZ,2020,8,Human,443
AZ,2020,8,Missing data/not specified/undetermined,12
AZ,2020,8,Natural,225
AZ,2020,9,Human,357
AZ,2020,9,Missing data/not specified/undetermined,8
AZ,2020,9,Natural,14
AZ,2020,10,Human,397
AZ,2020,10,Missing data/not specified/undetermined,6
AZ,2020,10,Natural,4
AZ,2020,11,Human,238
AZ,2020,11,Missing data/not specified/undetermined,1
AZ,2020,11,Natural,26
AZ,2020,12,Human,213
AZ,2020,12,Missing data/not specified/undetermined,3
CA,1992,1,Human,90
CA,1992,1,Missing data/not specified/undetermined,1
CA,1992,1,Natural,1
CA,1992,2,Human,53
CA,1992,2,Natural,1
CA,1992,3,Human,40
CA,1992,3,Natural,8
CA,1992,4,Human,256
CA,1992,4,Missing data/not specified/undetermined,1
CA,1992,4,Natural,2
CA,1992,5,Human,1031
CA,1992,5,Missing data/not specified/undetermined,1
CA,1992,5,Natural,307
CA,1992,6,Human,1366
CA,1992,6,Missing data/not specified/undetermined,1
CA,1992,6,Natural,818
CA,1992,7,Human,1641
CA,1992,7,Natural,421
CA,1992,8,Human,1509
CA,1992,8,Missing data/not specified/undetermined,3
CA,1992,8,Natural,772
CA,1992,9,Human,1137
CA,1992,9,Missing data/not specified/undetermined,3
CA,1992,9,Natural,221
CA,1992,10,Human,611
CA,1992,10,Missing data/not specified/undetermined,1
CA,1992,10,Natural,141
CA,1992,11,Human,287
CA,1992,11,Missing data/not specified/undetermined,2
CA,1992,11,Natural,4
CA,1992,12,Human,101
CA,1993,1,Human,31
CA,1993,2,Human,39
CA,1993,2,Missing data/not specified/undetermined,1
CA,1993,3,Human,69
CA,1993,4,Human,200
CA,1993,4,Missing data/not specified/undetermined,1
CA,1993,5,Human,723
CA,1993,5,Missing data/not specified/undetermined,1
CA,1993,5,Natural,25
CA,1993,6,Human,1146
CA,1993,6,Missing data/not specified/undetermined,5
CA,1993,6,Natural,45
CA,1993,7,Human,1645
CA,1993,7,Missing data/not specified/undetermined,4
CA,1993,7,Natural,28
CA,1993,8,Human,1316
CA,1993,8,Missing data/not specified/undetermined,2
CA,1993,8,Natural,354
CA,1993,9,Human,1164
CA,1993,9,Missing data/not specified/undetermined,1
CA,1993,9,Natural,99
CA,1993,10,Human,608
CA,1993,10,Missing data/not specified/undetermined,4
CA,1993,10,Natural,138
CA,1993,11,Human,478
CA,1993,11,Missing data/not specified/undetermined,1
CA,1993,11,Natural,15
CA,1993,12,Human,125
CA,1994,1,Human,186
CA,1994,1,Missing data/not specified/undetermined,2
CA,1994,1,Natural,1
CA,1994,2,Human,78
CA,1994,2,Missing data/not specified/undetermined,1
CA,1994,3,Human,183
CA,1994,3,Natural,9
CA,1994,4,Human,325
CA,1994,4,Natural,7
CA,1994,5,Human,532
CA,1994,5,Missing data/not specified/undetermined,4
CA,1994,5,Natural,81
CA,1994,6,Human,1368
CA,1994,6,Natural,73
CA,1994,7,Human,1490
CA,1994,7,Missing data/not specified/undetermined,3
CA,1994,7,Natural,526
CA,1994,8,Human,1283
CA,1994,8,Missing data/not specified/undetermined,4
CA,1994,8,Natural,93
CA,1994,9,Human,851
CA,1994,9,Missing data/not specified/undetermined,4
CA,1994,9,Natural,670
CA,1994,10,Human,549
CA,1994,10,Natural,41
CA,1994,11,Human,190
CA,1994,12,Human,95
CA,1995,1,Human,33
CA,1995,1,Missing data/not specified/undetermined,1
CA,1995,2,Human,58
CA,1995,2,Natural,1
CA,1995,3,Human,33
CA,1995,3,Natural,1
CA,1995,4,Human,102
CA,1995,4,Natural,1
CA,1995,5,Human,299
CA,1995,5,Natural,16
CA,1995,6,Human,825
CA,1995,6,Missing data/not specified/undetermined,2
CA,1995,6,Natural,111
CA,1995,7,Human,1411
CA,1995,7,Missing data/not specified/undetermined,3
CA,1995,7,Natural,307
CA,1995,8,Human,1417
CA,1995,8,Missing data/not specified/undetermined,3
CA,1995,8,Natural,31
CA,1995,9,Human,1007
CA,1995,9,Missing data/not specified/undetermined,2
CA,1995,9,Natural,71
CA,1995,10,Human,978
CA,1995,10,Missing data/not specified/undetermined,1
CA,1995,10,Natural,4
CA,1995,11,Human,498
CA,1995,11,Missing data/not specified/undetermined,1
CA,1995,11,Natural,4
CA,1995,12,Human,158
CA,1995,12,Natural,2
CA,1996,1,Human,159
CA,1996,1,Natural,1
CA,1996,2,Human,42
CA,1996,2,Natural,2
CA,1996,3,Human,92
CA,1996,3,Missing data/not specified/undetermined,2
CA,1996,4,Human,485
CA,1996,4,Natural,3
CA,1996,5,Human,886
CA,1996,5,Missing data/not specified/undetermined,1
CA,1996,5,Natural,8
CA,1996,6,Human,1315
CA,1996,6,Natural,52
CA,1996,7,Human,1612
CA,1996,7,Missing data/not specified/undetermined,4
CA,1996,7,Natural,542
CA,1996,8,Human,1266
CA,1996,8,Missing data/not specified/undetermined,3
CA,1996,8,Natural,735
CA,1996,9,Human,856
CA,1996,9,Missing data/not specified/undetermined,3
CA,1996,9,Natural,26
CA,1996,10,Human,729
CA,1996,10,Natural,44
CA,1996,11,Human,256
CA,1996,12,Human,46
CA,1997,1,Human,43
CA,1997,2,Human,137
CA,1997,3,Human,319
CA,1997,3,Missing data/not specified/undetermined,2
CA,1997,3,Natural,1
CA,1997,4,Human,566
CA,1997,4,Missing data/not specified/undetermined,3
CA,1997,4,Natural,3
CA,1997,5,Human,955
CA,1997,5,Missing data/not specified/undetermined,2
CA,1997,5,Natural,173
CA,1997,6,Human,980
CA,1997,6,Natural,133
CA,1997,7,Human,1320
CA,1997,7,Missing data/not specified/undetermined,2
CA,1997,7,Natural,473
CA,1997,8,Human,1004
CA,1997,8,Natural,124
CA,1997,9,Human,744
CA,1997,9,Missing data/not specified/undetermined,1
CA,1997,9,Natural,179
CA,1997,10,Human,494
CA,1997,10,Natural,10
CA,1997,11,Human,184
CA,1997,11,Natural,3
CA,1997,12,Human,73
CA,1998,1,Human,36
CA,1998,2,Human,19
CA,1998,3,Human,63
CA,1998,4,Human,117
CA,1998,4,Natural,4
CA,1998,5,Human,248
CA,1998,5,Missing data/not specified/undetermined,1
CA,1998,5,Natural,2
CA,1998,6,Human,683
CA,1998,6,Missing data/not specified/undetermined,2
CA,1998,6,Natural,38
CA,1998,7,Human,1357
CA,1998,7,Missing data/not specified/undetermined,1
CA,1998,7,Natural,264
CA,1998,8,Human,1385
CA,1998,8,Missing data/not specified/undetermined,2
CA,1998,8,Natural,333
CA,1998,9,Human,821
CA,1998,9,Missing data/not specified/undetermined,6
CA,1998,9,Natural,387
CA,1998,10,Human,749
CA,1998,10,Natural,14
CA,1998,11,Human,196
CA,1998,12,Human,133
CA,1999,1,Human,203
CA,1999,1,Missing data/not specified/undetermined,2
CA,1999,2,Human,86
CA,1999,2,Natural,1
CA,1999,3,Human,149
CA,1999,3,Missing data/not specified/undetermined,1
CA,1999,4,Human,298
CA,1999,4,Missing data/not specified/undetermined,1
CA,1999,4,Natural,5
CA,1999,5,Human,676
CA,1999,5,Missing data/not specified/undetermined,2
CA,1999,5,Natural,75
CA,1999,6,Human,1238
CA,1999,6,Missing data/not specified/undetermined,17
CA,1999,6,Natural,9
CA,1999,7,Human,1502
CA,1999,7,Missing data/not specified/undetermined,19
CA,1999,7,Natural,351
CA,1999,8,Human,1011
CA,1999,8,Missing data/not specified/undetermined,12
CA,1999,8,Natural,858
CA,1999,9,Human,831
CA,1999,9,Missing data/not specified/undetermined,5
CA,1999,9,Natural,293
CA,1999,10,Human,677
CA,1999,10,Missing data/not specified/undetermined,13
CA,1999,10,Natural,12
CA,1999,11,Human,258
CA,1999,11,Missing data/not specified/undetermined,3
CA,1999,11,Natural,1
CA,1999,12,Human,297
CA,1999,12,Missing data/not specified/undetermined,3
CA,2000,1,Human,151
CA,2000,1,Missing data/not specified/undetermined,1
CA,2000,1,Natural,2
CA,2000,2,Human,64
CA,2000,2,Missing data/not specified/undetermined,2
CA,2000,2,Natural,2
CA,2000,3,Human,139
CA,2000,3,Missing data/not specified/undetermined,1
CA,2000,3,Natural,1
CA,2000,4,Human,267
CA,2000,4,Missing data/not specified/undetermined,1
CA,2000,4,Natural,18
CA,2000,5,Human,522
CA,2000,5,Missing data/not specified/undetermined,10
CA,2000,5,Natural,7
CA,2000,6,Human,998
CA,2000,6,Missing data/not specified/undetermined,32
CA,2000,6,Natural,155
CA,2000,7,Human,1328
CA,2000,7,Missing data/not specified/undetermined,17
CA,2000,7,Natural,151
CA,2000,8,Human,1027
CA,2000,8,Missing data/not specified/undetermined,21
CA,2000,8,Natural,441
CA,2000,9,Human,676
CA,2000,9,Missing data/not specified/undetermined,8
CA,2000,9,Natural,75
CA,2000,10,Human,455
CA,2000,10,Missing data/not specified/undetermined,3
CA,2000,10,Natural,35
CA,2000,11,Human,197
CA,2000,11,Natural,1
CA,2000,12,Human,162
CA,2001,1,Human,154
CA,2001,1,Missing data/not specified/undetermined,1
CA,2001,1,Natural,1
CA,2001,2,Human,57
CA,2001,2,Missing data/not specified/undetermined,3
CA,2001,2,Natural,1
CA,2001,3,Human,115
CA,2001,3,Missing data/not specified/undetermined,2
CA,2001,3,Natural,4
CA,2001,4,Human,157
CA,2001,4,Missing data/not specified/undetermined,3
CA,2001,4,Natural,1
CA,2001,5,Human,862
CA,2001,5,Missing data/not specified/undetermined,14
CA,2001,5,Natural,17
CA,2001,6,Human,1313
CA,2001,6,Missing data/not specified/undetermined,15
CA,2001,6,Natural,6
CA,2001,7,Human,1292
CA,2001,7,Missing data/not specified/undetermined,22
CA,2001,7,Natural,749
CA,2001,8,Human,1071
CA,2001,8,Missing data/not specified/undetermined,24
CA,2001,8,Natural,226
CA,2001,9,Human,683
CA,2001,9,Missing data/not specified/undetermined,21
CA,2001,9,Natural,466
CA,2001,10,Human,620
CA,2001,10,Missing data/not specified/undetermined,8
CA,2001,10,Natural,11
CA,2001,11,Human,194
CA,2001,11,Missing data/not specified/undetermined,1
CA,2001,11,Natural,1
CA,2001,12,Human,45
CA,2001,12,Missing data/not specified/undetermined,2
CA,2001,12,Natural,1
CA,2002,1,Human,94
CA,2002,1,Natural,3
CA,2002,2,Human,172
CA,2002,2,Missing data/not specified/undetermined,2
CA,2002,3,Human,207
CA,2002,3,Missing data/not specified/undetermined,3
CA,2002,3,Natural,1
CA,2002,4,Human,320
CA,2002,4,Missing data/not specified/undetermined,2
CA,2002,4,Natural,8
CA,2002,5,Human,741
CA,2002,5,Missing data/not specified/undetermined,13
CA,2002,5,Natural,23
CA,2002,6,Human,1119
CA,2002,6,Missing data/not specified/undetermined,13
CA,2002,6,Natural,103
CA,2002,7,Human,1103
CA,2002,7,Missing data/not specified/undetermined,21
CA,2002,7,Natural,436
CA,2002,8,Human,911
CA,2002,8,Missing data/not specified/undetermined,19
CA,2002,8,Natural,21
CA,2002,9,Human,767
CA,2002,9,Missing data/not specified/undetermined,21
CA,2002,9,Natural,33
CA,2002,10,Human,507
CA,2002,10,Missing data/not specified/undetermined,13
CA,2002,10,Natural,12
CA,2002,11,Human,361
CA,2002,11,Missing data/not specified/undetermined,3
CA,2002,11,Natural,5
CA,2002,12,Human,59
CA,2002,12,Natural,2
CA,2003,1,Human,86
CA,2003,1,Missing data/not specified/undetermined,4
CA,2003,2,Human,72
CA,2003,2,Missing data/not specified/undetermined,2
CA,2003,3,Human,108
CA,2003,3,Missing data/not specified/undetermined,5
CA,2003,4,Human,85
CA,2003,4,Missing data/not specified/undetermined,7
CA,2003,5,Human,399
CA,2003,5,Missing data/not specified/undetermined,5
CA,2003,5,Natural,18
CA,2003,6,Human,984
CA,2003,6,Missing data/not specified/undetermined,20
CA,2003,6,Natural,87
CA,2003,7,Human,1451
CA,2003,7,Missing data/not specified/undetermined,23
CA,2003,7,Natural,702
CA,2003,8,Human,964
CA,2003,8,Missing data/not specified/undetermined,13
CA,2003,8,Natural,443
CA,2003,9,Human,773
CA,2003,9,Missing data/not specified/undetermined,11
CA,2003,9,Natural,685
CA,2003,10,Human,649
CA,2003,10,Missing data/not specified/undetermined,9
CA,2003,10,Natural,4
CA,2003,11,Human,190
CA,2003,11,Natural,1
CA,2003,12,Human,87
CA,2003,12,Missing data/not specified/undetermined,4
CA,2003,12,Natural,3
CA,2004,1,Human,61
CA,2004,1,Missing data/not specified/undetermined,1
CA,2004,1,Natural,2
CA,2004,2,Human,73
CA,2004,2,Missing data/not specified/undetermined,1
CA,2004,3,Human,204
CA,2004,3,Missing data/not specified/undetermined,4
CA,2004,3,Natural,1
CA,2004,4,Human,532
CA,2004,4,Missing data/not specified/undetermined,6
CA,2004,4,Natural,3
CA,2004,5,Human,889
CA,2004,5,Missing data/not specified/undetermined,18
CA,2004,5,Natural,39
CA,2004,6,Human,1037
CA,2004,6,Missing data/not specified/undetermined,28
CA,2004,6,Natural,383
CA,2004,7,Human,1214
CA,2004,7,Missing data/not specified/undetermined,19
CA,2004,7,Natural,274
CA,2004,8,Human,921
CA,2004,8,Missing data/not specified/undetermined,14
CA,2004,8,Natural,279
CA,2004,9,Human,730
CA,2004,9,Missing data/not specified/undetermined,20
CA,2004,9,Natural,53
CA,2004,10,Human,375
CA,2004,10,Missing data/not specified/undetermined,6
CA,2004,10,Natural,50
CA,2004,11,Human,91
CA,2004,11,Missing data/not specified/undetermined,5
CA,2004,12,Human,73
CA,2004,12,Missing data/not specified/undetermined,1
CA,2005,1,Human,54
CA,2005,1,Missing data/not specified/undetermined,17
CA,2005,2,Human,78
CA,2005,2,Missing data/not specified/undetermined,19
CA,2005,3,Human,120
CA,2005,3,Missing data/not specified/undetermined,27
CA,2005,3,Natural,3
CA,2005,4,Human,287
CA,2005,4,Missing data/not specified/undetermined,108
CA,2005,4,Natural,6
CA,2005,5,Human,639
CA,2005,5,Missing data/not specified/undetermined,160
CA,2005,5,Natural,29
CA,2005,6,Human,1205
CA,2005,6,Missing data/not specified/undetermined,257
CA,2005,6,Natural,37
CA,2005,7,Human,1787
CA,2005,7,Missing data/not specified/undetermined,362
CA,2005,7,Natural,155
CA,2005,8,Human,1309
CA,2005,8,Missing data/not specified/undetermined,264
CA,2005,8,Natural,192
CA,2005,9,Human,1023
CA,2005,9,Missing data/not specified/undetermined,196
CA,2005,9,Natural,238
CA,2005,10,Human,677
CA,2005,10,Missing data/not specified/undetermined,134
CA,2005,10,Natural,62
CA,2005,11,Human,448
CA,2005,11,Missing data/not specified/undetermined,92
CA,2005,11,Natural,9
CA,2005,12,Human,184
CA,2005,12,Missing data/not specified/undetermined,39
CA,2005,12,Natural,2
CA,2006,1,Human,192
CA,2006,1,Missing data/not specified/undetermined,47
CA,2006,1,Natural,1
CA,2006,2,Human,290
CA,2006,2,Missing data/not specified/undetermined,82
CA,2006,3,Human,93
CA,2006,3,Missing data/not specified/undetermined,32
CA,2006,3,Natural,1
CA,2006,4,Human,144
CA,2006,4,Missing data/not specified/undetermined,44
CA,2006,4,Natural,6
CA,2006,5,Human,779
CA,2006,5,Missing data/not specified/undetermined,176
CA,2006,5,Natural,35
CA,2006,6,Human,1464
CA,2006,6,Missing data/not specified/undetermined,258
CA,2006,6,Natural,360
CA,2006,7,Human,1875
CA,2006,7,Missing data/not specified/undetermined,431
CA,2006,7,Natural,627
CA,2006,8,Human,1178
CA,2006,8,Missing data/not specified/undetermined,246
CA,2006,8,Natural,307
CA,2006,9,Human,1065
CA,2006,9,Missing data/not specified/undetermined,220
CA,2006,9,Natural,30
CA,2006,10,Human,905
CA,2006,10,Missing data/not specified/undetermined,235
CA,2006,10,Natural,48
CA,2006,11,Human,385
CA,2006,11,Missing data/not specified/undetermined,81
CA,2006,11,Natural,1
CA,2006,12,Human,342
CA,2006,12,Missing data/not specified/undetermined,57
CA,2006,12,Natural,1
CA,2007,1,Human,613
CA,2007,1,Missing data/not specified/undetermined,90
CA,2007,2,Human,326
CA,2007,2,Missing data/not specified/undetermined,64
CA,2007,2,Natural,1
CA,2007,3,Human,517
CA,2007,3,Missing data/not specified/undetermined,106
CA,2007,3,Natural,1
CA,2007,4,Human,651
CA,2007,4,Missing data/not specified/undetermined,122
CA,2007,4,Natural,7
CA,2007,5,Human,1311
CA,2007,5,Missing data/not specified/undetermined,299
CA,2007,5,Natural,60
CA,2007,6,Human,1634
CA,2007,6,Missing data/not specified/undetermined,314
CA,2007,6,Natural,58
CA,2007,7,Human,1678
CA,2007,7,Missing data/not specified/undetermined,293
CA,2007,7,Natural,312
CA,2007,8,Human,1387
CA,2007,8,Missing data/not specified/undetermined,220
CA,2007,8,Natural,212
CA,2007,9,Human,980
CA,2007,9,Missing data/not specified/undetermined,151
CA,2007,9,Natural,115
CA,2007,10,Human,784
CA,2007,10,Missing data/not specified/undetermined,109
CA,2007,10,Natural,96
CA,2007,11,Human,504
CA,2007,11,Missing data/not specified/undetermined,66
CA,2007,11,Natural,14
CA,2007,12,Human,295
CA,2007,12,Missing data/not specified/undetermined,37
CA,2007,12,Natural,1
CA,2008,1,Human,112
CA,2008,1,Missing data/not specified/undetermined,27
CA,2008,2,Human,131
CA,2008,2,Missing data/not specified/undetermined,49
CA,2008,3,Human,327
CA,2008,3,Missing data/not specified/undetermined,68
CA,2008,4,Human,732
CA,2008,4,Missing data/not specified/undetermined,133
CA,2008,5,Human,1067
CA,2008,5,Missing data/not specified/undetermined,206
CA,2008,5,Natural,25
CA,2008,6,Human,1476
CA,2008,6,Missing data/not specified/undetermined,279
CA,2008,6,Natural,662
CA,2008,7,Human,1201
CA,2008,7,Missing data/not specified/undetermined,245
CA,2008,7,Natural,146
CA,2008,8,Human,1059
CA,2008,8,Missing data/not specified/undetermined,180
CA,2008,8,Natural,177
CA,2008,9,Human,788
CA,2008,9,Missing data/not specified/undetermined,129
CA,2008,9,Natural,79
CA,2008,10,Human,697
CA,2008,10,Missing data/not specified/undetermined,171
CA,2008,10,Natural,11
CA,2008,11,Human,263
CA,2008,11,Missing data/not specified/undetermined,40
CA,2008,11,Natural,4
CA,2008,12,Human,90
CA,2008,12,Missing data/not specified/undetermined,20
CA,2009,1,Human,172
CA,2009,1,Missing data/not specified/undetermined,78
CA,2009,2,Human,101
CA,2009,2,Missing data/not specified/undetermined,45
CA,2009,2,Natural,2
CA,2009,3,Human,203
CA,2009,3,Missing data/not specified/undetermined,75
CA,2009,3,Natural,1
CA,2009,4,Human,493
CA,2009,4,Missing data/not specified/undetermined,188
CA,2009,4,Natural,5
CA,2009,5,Human,723
CA,2009,5,Missing data/not specified/undetermined,261
CA,2009,5,Natural,146
CA,2009,6,Human,918
CA,2009,6,Missing data/not specified/undetermined,340
CA,2009,6,Natural,209
CA,2009,7,Human,1274
CA,2009,7,Missing data/not specified/undetermined,538
CA,2009,7,Natural,208
CA,2009,8,Human,956
CA,2009,8,Missing data/not specified/undetermined,341
CA,2009,8,Natural,320
CA,2009,9,Human,765
CA,2009,9,Missing data/not specified/undetermined,279
CA,2009,9,Natural,73
CA,2009,10,Human,464
CA,2009,10,Missing data/not specified/undetermined,167
CA,2009,10,Natural,4
CA,2009,11,Human,281
CA,2009,11,Missing data/not specified/undetermined,93
CA,2009,11,Natural,1
CA,2009,12,Human,104
CA,2009,12,Missing data/not specified/undetermined,34
CA,2010,1,Human,94
CA,2010,1,Missing data/not specified/undetermined,34
CA,2010,1,Natural,2
CA,2010,2,Human,42
CA,2010,2,Missing data/not specified/undetermined,28
CA,2010,2,Natural,1
CA,2010,3,Human,147
CA,2010,3,Missing data/not specified/undetermined,47
CA,2010,4,Human,172
CA,2010,4,Missing data/not specified/undetermined,74
CA,2010,4,Natural,2
CA,2010,5,Human,505
CA,2010,5,Missing data/not specified/undetermined,178
CA,2010,5,Natural,1
CA,2010,6,Human,1035
CA,2010,6,Missing data/not specified/undetermined,361
CA,2010,6,Natural,4
CA,2010,7,Human,1217
CA,2010,7,Missing data/not specified/undetermined,453
CA,2010,7,Natural,309
CA,2010,8,Human,951
CA,2010,8,Missing data/not specified/undetermined,378
CA,2010,8,Natural,114
CA,2010,9,Human,760
CA,2010,9,Missing data/not specified/undetermined,306
CA,2010,9,Natural,31
CA,2010,10,Human,424
CA,2010,10,Missing data/not specified/undetermined,155
CA,2010,10,Natural,165
CA,2010,11,Human,202
CA,2010,11,Missing data/not specified/undetermined,43
CA,2010,11,Natural,5
CA,2010,12,Human,51
CA,2010,12,Missing data/not specified/undetermined,12
CA,2010,12,Natural,1
CA,2011,1,Human,91
CA,2011,1,Missing data/not specified/undetermined,46
CA,2011,2,Human,115
CA,2011,2,Missing data/not specified/undetermined,39
CA,2011,2,Natural,1
CA,2011,3,Human,90
CA,2011,3,Missing data/not specified/undetermined,40
CA,2011,3,Natural,1
CA,2011,4,Human,233
CA,2011,4,Missing data/not specified/undetermined,115
CA,2011,5,Human,524
CA,2011,5,Missing data/not specified/undetermined,278
CA,2011,5,Natural,6
CA,2011,6,Human,746
CA,2011,6,Missing data/not specified/undetermined,345
CA,2011,6,Natural,6
CA,2011,7,Human,1098
CA,2011,7,Missing data/not specified/undetermined,481
CA,2011,7,Natural,81
CA,2011,8,Human,886
CA,2011,8,Missing data/not specified/undetermined,381
CA,2011,8,Natural,72
CA,2011,9,Human,766
CA,2011,9,Missing data/not specified/undetermined,323
CA,2011,9,Natural,403
CA,2011,10,Human,373
CA,2011,10,Missing data/not specified/undetermined,162
CA,2011,10,Natural,15
CA,2011,11,Human,248
CA,2011,11,Missing data/not specified/undetermined,79
CA,2011,11,Natural,3
CA,2011,12,Human,395
CA,2011,12,Missing data/not specified/undetermined,117
CA,2011,12,Natural,1
CA,2012,1,Human,295
CA,2012,1,Missing data/not specified/undetermined,112
CA,2012,2,Human,209
CA,2012,2,Missing data/not specified/undetermined,77
CA,2012,3,Human,204
CA,2012,3,Missing data/not specified/undetermined,78
CA,2012,3,Natural,1
CA,2012,4,Human,203
CA,2012,4,Missing data/not specified/undetermined,69
CA,2012,4,Natural,5
CA,2012,5,Human,527
