state,fire_year,month,cause_class,n
AL,2017,1,Human,147
AL,2017,2,Human,209
AL,2017,2,Natural,1
AL,2017,3,Human,340
AL,2017,3,Missing data/not specified/undetermined,1
AL,2017,3,Natural,6
AL,2017,4,Human,240
AL,2017,4,Natural,3
AL,2017,5,Human,55
AL,2017,6,Human,18
AL,2017,7,Human,9
AL,2017,7,Natural,1
AL,2017,8,Human,25
AL,2017,8,Natural,1
AL,2017,9,Human,31
AL,2017,10,Human,53
AL,2017,11,Human,65
AL,2017,12,Human,36
AL,2018,1,Human,162
AL,2018,2,Human,88
AL,2018,3,Human,195
AL,2018,4,Human,136
AL,2018,5,Human,96
AL,2018,5,Natural,2
AL,2018,6,Human,18
AL,2018,6,Natural,2
AL,2018,7,Human,25
AL,2018,8,Human,38
AL,2018,8,Missing data/not specified/undetermined,1
AL,2018,8,Natural,4
AL,2018,9,Human,69
AL,2018,10,Human,37
AL,2018,11,Human,12
AL,2018,12,Human,24
AL,2019,1,Human,44
AL,2019,1,Natural,1
AL,2019,2,Human,52
AL,2019,3,Human,254
AL,2019,3,Missing data/not specified/undetermined,1
AL,2019,4,Human,73
AL,2019,5,Human,59
AL,2019,5,Natural,1
AL,2019,6,Human,29
AL,2019,6,Natural,1
AL,2019,7,Human,1
AL,2019,7,Missing data/not specified/undetermined,1
AL,2019,8,Human,2
AL,2019,8,Missing data/not specified/undetermined,1
AL,2019,9,Human,7
AL,2019,9,Missing data/not specified/undetermined,11
AL,2019,9,Natural,1
AL,2019,10,Human,12
AL,2019,10,Missing data/not specified/undetermined,1
AL,2019,10,Natural,1
AL,2019,11,Human,5
AL,2019,12,Human,1
AL,2019,12,Missing data/not specified/undetermined,1
AL,2020,1,Human,31
AL,2020,1,Missing data/not specified/undetermined,1
AL,2020,2,Human,52
AL,2020,2,Natural,1
AL,2020,3,Human,135
AL,2020,3,Missing data/not specified/undetermined,1
AL,2020,4,Human,84
AL,2020,4,Missing data/not specified/undetermined,2
AL,2020,4,Natural,3
AL,2020,5,Human,147
AL,2020,5,Missing data/not specified/undetermined,2
AL,2020,5,Natural,1
AL,2020,6,Human,42
AL,2020,6,Missing data/not specified/undetermined,1
AL,2020,6,Natural,2
AL,2020,7,Human,20
AL,2020,7,Natural,3
AL,2020,8,Human,46
AL,2020,8,Natural,2
AL,2020,9,Human,35
AL,2020,9,Missing data/not specified/undetermined,1
AL,2020,10,Human,29
AL,2020,11,Human,112
AL,2020,11,Missing data/not specified/undetermined,1
AL,2020,12,Human,28
AR,1992,1,Human,5
AR,1992,2,Human,26
AR,1992,3,Human,26
AR,1992,4,Human,23
AR,1992,4,Natural,1
AR,1992,5,Human,6
AR,1992,6,Human,2
AR,1992,7,Human,3
AR,1992,8,Human,2
AR,1992,8,Natural,1
AR,1992,9,Human,1
AR,1992,9,Natural,3
AR,1992,10,Human,9
AR,1992,10,Natural,3
AR,1992,11,Human,15
AR,1992,12,Human,2
AR,1993,1,Human,18
AR,1993,2,Human,20
AR,1993,3,Human,27
AR,1993,3,Missing data/not specified/undetermined,1
AR,1993,4,Human,21
AR,1993,4,Natural,1
AR,1993,5,Human,3
AR,1993,7,Human,24
AR,1993,7,Natural,2
AR,1993,8,Human,7
AR,1993,8,Natural,3
AR,1993,9,Human,9
AR,1993,10,Human,3
AR,1993,11,Human,2
AR,1993,11,Missing data/not specified/undetermined,1
AR,1993,12,Human,9
AR,1994,1,Human,3
AR,1994,2,Human,33
AR,1994,3,Human,49
AR,1994,3,Natural,2
AR,1994,4,Human,21
AR,1994,4,Natural,6
AR,1994,5,Human,5
AR,1994,5,Natural,1
AR,1994,6,Human,1
AR,1994,7,Human,10
AR,1994,7,Natural,1
AR,1994,8,Natural,1
AR,1994,9,Human,5
AR,1994,10,Human,8
AR,1994,10,Natural,1
AR,1994,11,Human,12
AR,1994,12,Human,8
AR,1995,1,Human,1
AR,1995,2,Human,74
AR,1995,3,Human,32
AR,1995,4,Human,24
AR,1995,4,Natural,1
AR,1995,5,Human,2
AR,1995,7,Human,7
AR,1995,7,Natural,1
AR,1995,8,Human,29
AR,1995,8,Natural,7
AR,1995,9,Human,14
AR,1995,9,Natural,2
AR,1995,10,Human,9
AR,1995,11,Human,24
AR,1995,11,Natural,1
AR,1995,12,Human,11
AR,1995,12,Natural,1
AR,1996,1,Human,10
AR,1996,2,Human,87
AR,1996,2,Natural,1
AR,1996,3,Human,42
AR,1996,3,Natural,3
AR,1996,4,Human,44
AR,1996,4,Natural,11
AR,1996,5,Human,1
AR,1996,5,Natural,2
AR,1996,6,Human,2
AR,1996,7,Human,1
AR,1996,7,Natural,4
AR,1996,8,Human,4
AR,1996,8,Natural,1
AR,1996,9,Human,1
AR,1996,9,Natural,2
AR,1996,10,Human,1
AR,1996,11,Human,5
AR,1996,12,Human,2
AR,1997,1,Human,47
AR,1997,2,Human,57
AR,1997,2,Natural,1
AR,1997,3,Human,219
AR,1997,3,Natural,3
AR,1997,4,Human,144
AR,1997,4,Natural,2
AR,1997,5,Human,60
AR,1997,5,Natural,1
AR,1997,6,Human,12
AR,1997,6,Natural,1
AR,1997,7,Human,62
AR,1997,7,Natural,15
AR,1997,8,Human,116
AR,1997,8,Missing data/not specified/undetermined,1
AR,1997,8,Natural,4
AR,1997,9,Human,119
AR,1997,9,Natural,10
AR,1997,10,Human,77
AR,1997,10,Natural,1
AR,1997,11,Human,45
AR,1997,12,Human,43
AR,1998,1,Human,18
AR,1998,2,Human,61
AR,1998,3,Human,86
AR,1998,4,Human,185
AR,1998,4,Natural,4
AR,1998,5,Human,63
AR,1998,5,Natural,2
AR,1998,6,Human,98
AR,1998,6,Natural,5
AR,1998,7,Human,155
AR,1998,7,Natural,67
AR,1998,8,Human,108
AR,1998,8,Natural,18
AR,1998,9,Human,243
AR,1998,9,Natural,4
AR,1998,10,Human,11
AR,1998,11,Human,19
AR,1998,12,Human,9
AR,1999,1,Human,74
AR,1999,1,Natural,1
AR,1999,2,Human,163
AR,1999,2,Natural,1
AR,1999,3,Human,197
AR,1999,3,Natural,2
AR,1999,4,Human,83
AR,1999,4,Natural,2
AR,1999,5,Human,27
AR,1999,5,Natural,1
AR,1999,6,Human,18
AR,1999,6,Natural,3
AR,1999,7,Human,68
AR,1999,7,Natural,4
AR,1999,8,Human,435
AR,1999,8,Natural,78
AR,1999,9,Human,361
AR,1999,9,Natural,21
AR,1999,10,Human,306
AR,1999,10,Natural,5
AR,1999,11,Human,282
AR,1999,11,Natural,1
AR,1999,12,Human,90
AR,1999,12,Natural,1
AR,2000,1,Human,157
AR,2000,1,Natural,1
AR,2000,2,Human,180
AR,2000,2,Natural,3
AR,2000,3,Human,192
AR,2000,3,Natural,7
AR,2000,4,Human,176
AR,2000,4,Natural,7
AR,2000,5,Human,12
AR,2000,5,Natural,2
AR,2000,6,Human,12
AR,2000,7,Human,74
AR,2000,7,Natural,6
AR,2000,8,Human,560
AR,2000,8,Natural,81
AR,2000,9,Human,544
AR,2000,9,Natural,76
AR,2000,10,Human,235
AR,2000,10,Natural,2
AR,2000,11,Human,21
AR,2000,12,Human,15
AR,2001,1,Human,38
AR,2001,1,Missing data/not specified/undetermined,24
AR,2001,2,Human,89
AR,2001,2,Missing data/not specified/undetermined,42
AR,2001,3,Human,230
AR,2001,3,Missing data/not specified/undetermined,98
AR,2001,3,Natural,3
AR,2001,4,Human,127
AR,2001,4,Missing data/not specified/undetermined,46
AR,2001,4,Natural,6
AR,2001,5,Human,45
AR,2001,5,Missing data/not specified/undetermined,26
AR,2001,5,Natural,4
AR,2001,6,Human,40
AR,2001,6,Missing data/not specified/undetermined,16
AR,2001,6,Natural,2
AR,2001,7,Human,87
AR,2001,7,Missing data/not specified/undetermined,33
AR,2001,7,Natural,27
AR,2001,8,Human,150
AR,2001,8,Missing data/not specified/undetermined,36
AR,2001,8,Natural,37
AR,2001,9,Human,66
AR,2001,9,Missing data/not specified/undetermined,33
AR,2001,9,Natural,4
AR,2001,10,Human,107
AR,2001,10,Missing data/not specified/undetermined,49
AR,2001,10,Natural,2
AR,2001,11,Human,163
AR,2001,11,Missing data/not specified/undetermined,51
AR,2001,11,Natural,1
AR,2001,12,Human,19
AR,2001,12,Missing data/not specified/undetermined,7
AR,2002,1,Human,80
AR,2002,1,Missing data/not specified/undetermined,52
AR,2002,2,Human,153
AR,2002,2,Missing data/not specified/undetermined,103
AR,2002,2,Natural,1
AR,2002,3,Human,80
AR,2002,3,Missing data/not specified/undetermined,48
AR,2002,4,Human,129
AR,2002,4,Missing data/not specified/undetermined,41
AR,2002,5,Human,7
AR,2002,5,Missing data/not specified/undetermined,8
AR,2002,6,Human,17
AR,2002,6,Missing data/not specified/undetermined,12
AR,2002,6,Natural,1
AR,2002,7,Human,21
AR,2002,7,Missing data/not specified/undetermined,15
AR,2002,7,Natural,11
AR,2002,8,Human,85
AR,2002,8,Missing data/not specified/undetermined,46
AR,2002,8,Natural,14
AR,2002,9,Human,147
AR,2002,9,Missing data/not specified/undetermined,71
AR,2002,10,Human,49
AR,2002,10,Missing data/not specified/undetermined,16
AR,2002,10,Natural,6
AR,2002,11,Human,143
AR,2002,11,Missing data/not specified/undetermined,49
AR,2002,12,Human,48
AR,2002,12,Missing data/not specified/undetermined,21
AR,2003,1,Human,153
AR,2003,2,Human,113
AR,2003,3,Human,321
AR,2003,3,Missing data/not specified/undetermined,1
AR,2003,3,Natural,4
AR,2003,4,Human,489
AR,2003,4,Natural,13
AR,2003,5,Human,18
AR,2003,5,Natural,2
AR,2003,6,Human,18
AR,2003,7,Human,53
AR,2003,7,Natural,5
AR,2003,8,Human,74
AR,2003,8,Natural,20
AR,2003,9,Human,66
AR,2003,10,Human,115
AR,2003,10,Natural,3
AR,2003,11,Human,102
AR,2003,12,Human,94
AR,2004,1,Human,56
AR,2004,2,Human,210
AR,2004,3,Human,351
AR,2004,3,Natural,6
AR,2004,4,Human,212
AR,2004,4,Missing data/not specified/undetermined,1
AR,2004,4,Natural,1
AR,2004,5,Human,23
AR,2004,6,Human,10
AR,2004,7,Human,13
AR,2004,8,Human,64
AR,2004,8,Natural,1
AR,2004,9,Human,312
AR,2004,9,Natural,2
AR,2004,10,Human,91
AR,2004,10,Natural,1
AR,2004,11,Human,2
AR,2004,12,Human,8
AR,2005,1,Human,58
AR,2005,2,Human,56
AR,2005,3,Human,355
AR,2005,3,Missing data/not specified/undetermined,1
AR,2005,3,Natural,2
AR,2005,4,Human,176
AR,2005,4,Natural,7
AR,2005,5,Human,96
AR,2005,5,Natural,4
AR,2005,6,Human,136
AR,2005,6,Natural,5
AR,2005,7,Human,114
AR,2005,7,Natural,18
AR,2005,8,Human,201
AR,2005,8,Natural,72
AR,2005,9,Human,267
AR,2005,9,Natural,21
AR,2005,10,Human,148
AR,2005,10,Missing data/not specified/undetermined,1
AR,2005,10,Natural,1
AR,2005,11,Human,217
AR,2005,11,Natural,5
AR,2005,12,Human,331
AR,2005,12,Natural,4
AR,2006,1,Human,366
AR,2006,1,Missing data/not specified/undetermined,1
AR,2006,1,Natural,16
AR,2006,2,Human,219
AR,2006,2,Natural,4
AR,2006,3,Human,510
AR,2006,3,Natural,13
AR,2006,4,Human,308
AR,2006,4,Natural,25
AR,2006,5,Human,42
AR,2006,6,Human,105
AR,2006,6,Natural,5
AR,2006,7,Human,272
AR,2006,7,Natural,59
AR,2006,8,Human,149
AR,2006,8,Natural,90
AR,2006,9,Human,148
AR,2006,9,Natural,3
AR,2006,10,Human,103
AR,2006,10,Natural,1
AR,2006,11,Human,74
AR,2006,11,Natural,3
AR,2006,12,Human,55
AR,2007,1,Human,21
AR,2007,1,Natural,2
AR,2007,2,Human,184
AR,2007,2,Missing data/not specified/undetermined,1
AR,2007,2,Natural,1
AR,2007,3,Human,438
AR,2007,3,Natural,12
AR,2007,4,Human,153
AR,2007,4,Natural,6
AR,2007,5,Human,21
AR,2007,5,Natural,4
AR,2007,6,Human,21
AR,2007,6,Natural,5
AR,2007,7,Human,16
AR,2007,8,Human,199
AR,2007,8,Natural,14
AR,2007,9,Human,68
AR,2007,9,Natural,1
AR,2007,10,Human,22
AR,2007,10,Natural,3
AR,2007,11,Human,71
AR,2007,11,Natural,3
AR,2007,12,Human,34
AR,2008,1,Human,104
AR,2008,1,Natural,1
AR,2008,2,Human,63
AR,2008,2,Natural,1
AR,2008,3,Human,112
AR,2008,3,Missing data/not specified/undetermined,1
AR,2008,3,Natural,4
AR,2008,4,Human,56
AR,2008,5,Human,6
AR,2008,6,Human,35
AR,2008,7,Human,128
AR,2008,7,Missing data/not specified/undetermined,2
AR,2008,7,Natural,42
AR,2008,8,Human,82
AR,2008,8,Natural,20
AR,2008,9,Human,14
AR,2008,10,Human,27
AR,2008,11,Human,104
AR,2008,12,Human,80
AR,2008,12,Natural,1
AR,2009,1,Human,251
AR,2009,2,Human,158
AR,2009,3,Human,307
AR,2009,3,Natural,2
AR,2009,4,Human,117
AR,2009,4,Natural,3
AR,2009,5,Human,4
AR,2009,6,Human,52
AR,2009,6,Natural,3
AR,2009,7,Human,61
AR,2009,7,Natural,8
AR,2009,8,Human,27
AR,2009,8,Natural,1
AR,2009,9,Human,13
AR,2009,9,Natural,2
AR,2009,10,Human,1
AR,2009,11,Human,41
AR,2009,11,Natural,1
AR,2009,12,Human,24
AR,2010,1,Human,25
AR,2010,1,Natural,1
AR,2010,2,Human,102
AR,2010,3,Human,419
AR,2010,3,Natural,2
AR,2010,4,Human,185
AR,2010,4,Natural,1
AR,2010,5,Human,19
AR,2010,5,Natural,3
AR,2010,6,Human,62
AR,2010,6,Natural,8
AR,2010,7,Human,72
AR,2010,7,Natural,12
AR,2010,8,Human,257
AR,2010,8,Natural,48
AR,2010,9,Human,267
AR,2010,9,Missing data/not specified/undetermined,1
AR,2010,9,Natural,9
AR,2010,10,Human,350
AR,2010,10,Missing data/not specified/undetermined,1
AR,2010,10,Natural,15
AR,2010,11,Human,194
AR,2010,11,Missing data/not specified/undetermined,3
AR,2010,11,Natural,1
AR,2010,12,Human,163
AR,2011,1,Human,128
AR,2011,2,Human,144
AR,2011,2,Natural,1
AR,2011,3,Human,338
AR,2011,3,Natural,2
AR,2011,4,Human,253
AR,2011,4,Natural,21
AR,2011,5,Human,48
AR,2011,6,Human,145
AR,2011,6,Natural,17
AR,2011,7,Human,257
AR,2011,7,Natural,109
AR,2011,8,Human,265
AR,2011,8,Natural,148
AR,2011,9,Human,309
AR,2011,9,Natural,62
AR,2011,10,Human,217
AR,2011,10,Natural,16
AR,2011,11,Human,51
AR,2011,11,Natural,3
AR,2011,12,Human,12
AR,2012,1,Human,93
AR,2012,1,Natural,2
AR,2012,2,Human,149
AR,2012,2,Natural,3
AR,2012,3,Human,330
AR,2012,3,Natural,6
AR,2012,4,Human,51
AR,2012,4,Natural,2
AR,2012,5,Human,152
AR,2012,5,Natural,6
AR,2012,6,Human,312
AR,2012,6,Natural,22
AR,2012,7,Human,361
AR,2012,7,Natural,146
AR,2012,8,Human,266
AR,2012,8,Missing data/not specified/undetermined,3
AR,2012,8,Natural,196
AR,2012,9,Human,68
AR,2012,9,Natural,7
AR,2012,10,Human,37
AR,2012,11,Human,69
AR,2012,11,Natural,6
AR,2012,12,Human,61
AR,2012,12,Natural,3
AR,2013,1,Human,2
AR,2013,1,Missing data/not specified/undetermined,19
AR,2013,2,Human,4
AR,2013,2,Missing data/not specified/undetermined,26
AR,2013,2,Natural,1
AR,2013,3,Human,28
AR,2013,3,Missing data/not specified/undetermined,197
AR,2013,4,Human,13
AR,2013,4,Missing data/not specified/undetermined,84
AR,2013,4,Natural,3
AR,2013,5,Human,1
AR,2013,5,Missing data/not specified/undetermined,16
AR,2013,5,Natural,1
AR,2013,6,Human,4
AR,2013,6,Missing data/not specified/undetermined,30
AR,2013,7,Human,8
AR,2013,7,Missing data/not specified/undetermined,106
AR,2013,7,Natural,4
AR,2013,8,Human,3
AR,2013,8,Missing data/not specified/undetermined,62
AR,2013,9,Human,7
AR,2013,9,Missing data/not specified/undetermined,174
AR,2013,9,Natural,2
AR,2013,10,Missing data/not specified/undetermined,16
AR,2013,11,Human,3
AR,2013,11,Missing data/not specified/undetermined,20
AR,2013,12,Human,1
AR,2013,12,Missing data/not specified/undetermined,12
AR,2014,1,Human,308
AR,2014,2,Human,273
AR,2014,2,Natural,4
AR,2014,3,Human,249
AR,2014,3,Missing data/not specified/undetermined,1
AR,2014,4,Human,151
AR,2014,4,Natural,6
AR,2014,5,Human,64
AR,2014,5,Natural,2
AR,2014,6,Human,13
AR,2014,7,Human,24
AR,2014,7,Natural,1
AR,2014,8,Human,28
AR,2014,8,Natural,2
AR,2014,9,Human,44
AR,2014,9,Natural,1
AR,2014,10,Human,15
AR,2014,10,Natural,2
AR,2014,11,Human,92
AR,2014,12,Human,15
AR,2015,1,Human,243
AR,2015,1,Natural,1
AR,2015,2,Human,231
AR,2015,3,Human,52
AR,2015,3,Natural,2
AR,2015,4,Human,32
AR,2015,4,Natural,4
AR,2015,5,Human,17
AR,2015,5,Missing data/not specified/undetermined,1
AR,2015,6,Human,11
AR,2015,7,Human,34
AR,2015,7,Natural,1
AR,2015,8,Human,134
AR,2015,8,Natural,6
AR,2015,9,Human,161
AR,2015,9,Missing data/not specified/undetermined,4
AR,2015,9,Natural,5
AR,2015,10,Human,292
AR,2015,10,Missing data/not specified/undetermined,2
AR,2015,10,Natural,3
AR,2015,11,Human,23
AR,2015,11,Natural,1
AR,2015,12,Human,29
AR,2015,12,Missing data/not specified/undetermined,1
AR,2016,1,Human,82
AR,2016,1,Natural,1
AR,2016,2,Human,360
AR,2016,2,Natural,5
AR,2016,3,Human,196
AR,2016,3,Natural,4
AR,2016,4,Human,145
AR,2016,4,Missing data/not specified/undetermined,1
AR,2016,4,Natural,1
AR,2016,5,Human,11
AR,2016,5,Natural,3
AR,2016,6,Human,25
AR,2016,6,Natural,1
AR,2016,7,Human,67
AR,2016,7,Natural,9
AR,2016,8,Human,9
AR,2016,8,Natural,4
AR,2016,9,Human,43
AR,2016,9,Natural,1
AR,2016,10,Human,138
AR,2016,11,Human,194
AR,2016,11,Missing data/not specified/undetermined,1
AR,2016,11,Natural,4
AR,2016,12,Human,79
AR,2016,12,Natural,2
AR,2017,1,Human,7
AR,2017,1,Missing data/not specified/undetermined,168
AR,2017,2,Human,15
AR,2017,2,Missing data/not specified/undetermined,289
AR,2017,3,Human,16
AR,2017,3,Missing data/not specified/undetermined,274
AR,2017,4,Human,6
AR,2017,4,Missing data/not specified/undetermined,53
AR,2017,5,Missing data/not specified/undetermined,11
AR,2017,6,Missing data/not specified/undetermined,14
AR,2017,7,Missing data/not specified/undetermined,29
AR,2017,7,Natural,2
AR,2017,8,Missing data/not specified/undetermined,22
AR,2017,9,Human,3
AR,2017,9,Missing data/not specified/undetermined,66
AR,2017,9,Natural,1
AR,2017,10,Human,7
AR,2017,10,Missing data/not specified/undetermined,172
AR,2017,10,Natural,1
AR,2017,11,Human,20
AR,2017,11,Missing data/not specified/undetermined,320
AR,2017,12,Human,6
AR,2017,12,Missing data/not specified/undetermined,155
AR,2017,12,Natural,1
AR,2018,1,Human,6
AR,2018,1,Missing data/not specified/undetermined,169
AR,2018,2,Human,8
AR,2018,2,Missing data/not specified/undetermined,67
AR,2018,2,Natural,1
AR,2018,3,Human,28
AR,2018,3,Missing data/not specified/undetermined,284
AR,2018,3,Natural,3
AR,2018,4,Human,5
AR,2018,4,Missing data/not specified/undetermined,128
AR,2018,5,Human,2
AR,2018,5,Missing data/not specified/undetermined,45
AR,2018,6,Human,2
AR,2018,6,Missing data/not specified/undetermined,91
AR,2018,6,Natural,4
AR,2018,7,Human,2
AR,2018,7,Missing data/not specified/undetermined,119
AR,2018,7,Natural,2
AR,2018,8,Missing data/not specified/undetermined,53
AR,2018,9,Human,2
AR,2018,9,Missing data/not specified/undetermined,16
AR,2018,10,Missing data/not specified/undetermined,3
AR,2018,11,Human,1
AR,2018,11,Missing data/not specified/undetermined,6
AR,2018,12,Missing data/not specified/undetermined,9
AR,2019,1,Human,1
AR,2019,1,Missing data/not specified/undetermined,14
AR,2019,2,Human,1
AR,2019,2,Missing data/not specified/undetermined,14
AR,2019,3,Human,11
AR,2019,3,Missing data/not specified/undetermined,122
AR,2019,3,Natural,1
AR,2019,4,Human,7
AR,2019,4,Missing data/not specified/undetermined,91
AR,2019,4,Natural,1
AR,2019,5,Human,1
AR,2019,5,Missing data/not specified/undetermined,5
AR,2019,6,Human,1
AR,2019,6,Missing data/not specified/undetermined,12
AR,2019,7,Human,2
AR,2019,7,Missing data/not specified/undetermined,15
AR,2019,8,Human,6
AR,2019,8,Missing data/not specified/undetermined,34
AR,2019,9,Human,5
AR,2019,9,Missing data/not specified/undetermined,115
AR,2019,10,Human,1
AR,2019,10,Missing data/not specified/undetermined,43
AR,2019,11,Human,5
AR,2019,11,Missing data/not specified/undetermined,50
AR,2019,11,Natural,1
AR,2019,12,Human,5
AR,2019,12,Missing data/not specified/undetermined,59
AR,2020,1,Human,4
AR,2020,1,Missing data/not specified/undetermined,33
AR,2020,2,Human,4
AR,2020,2,Missing data/not specified/undetermined,45
AR,2020,3,Human,19
AR,2020,3,Missing data/not specified/undetermined,144
AR,2020,4,Human,3
AR,2020,4,Missing data/not specified/undetermined,18
AR,2020,5,Human,3
AR,2020,5,Missing data/not specified/undetermined,15
AR,2020,6,Human,1
AR,2020,6,Missing data/not specified/undetermined,10
AR,2020,7,Human,1
AR,2020,7,Missing data/not specified/undetermined,28
AR,2020,8,Human,3
AR,2020,8,Missing data/not specified/undetermined,51
AR,2020,8,Natural,2
AR,2020,9,Human,1
AR,2020,9,Missing data/not specified/undetermined,12
AR,2020,10,Missing data/not specified/undetermined,33
AR,2020,11,Human,11
AR,2020,11,Missing data/not specified/undetermined,119
AR,2020,12,Human,4
AR,2020,12,Missing data/not specified/undetermined,82
AZ,1992,1,Human,17
AZ,1992,2,Human,20
AZ,1992,3,Human,14
AZ,1992,4,Human,245
AZ,1992,4,Natural,7
AZ,1992,5,Human,409
AZ,1992,5,Natural,197
AZ,1992,6,Human,620
AZ,1992,6,Missing data/not specified/undetermined,1
AZ,1992,6,Natural,198
AZ,1992,7,Human,480
AZ,1992,7,Natural,293
AZ,1992,8,Human,125
AZ,1992,8,Missing data/not specified/undetermined,2
AZ,1992,8,Natural,413
AZ,1992,9,Human,133
AZ,1992,9,Natural,44
AZ,1992,10,Human,131
AZ,1992,10,Missing data/not specified/undetermined,1
AZ,1992,10,Natural,29
AZ,1992,11,Human,89
AZ,1992,11,Missing data/not specified/undetermined,1
AZ,1992,11,Natural,3
AZ,1992,12,Human,21
AZ,1992,12,Natural,1
AZ,1993,1,Human,6
AZ,1993,2,Human,16
AZ,1993,3,Human,45
AZ,1993,3,Natural,5
AZ,1993,4,Human,264
AZ,1993,4,Missing data/not specified/undetermined,5
AZ,1993,4,Natural,1
AZ,1993,5,Human,864
AZ,1993,5,Missing data/not specified/undetermined,51
AZ,1993,5,Natural,171
AZ,1993,6,Human,972
AZ,1993,6,Missing data/not specified/undetermined,53
AZ,1993,6,Natural,83
AZ,1993,7,Human,669
AZ,1993,7,Missing data/not specified/undetermined,19
AZ,1993,7,Natural,96
AZ,1993,8,Human,294
AZ,1993,8,Missing data/not specified/undetermined,17
AZ,1993,8,Natural,613
AZ,1993,9,Human,165
AZ,1993,9,Missing data/not specified/undetermined,4
AZ,1993,9,Natural,36
AZ,1993,10,Human,86
AZ,1993,10,Missing data/not specified/undetermined,3
AZ,1993,10,Natural,16
AZ,1993,11,Human,51
AZ,1993,11,Missing data/not specified/undetermined,4
AZ,1993,11,Natural,3
AZ,1993,12,Human,19
AZ,1993,12,Missing data/not specified/undetermined,4
AZ,1993,12,Natural,1
AZ,1994,1,Human,62
AZ,1994,1,Missing data/not specified/undetermined,5
AZ,1994,2,Human,34
AZ,1994,2,Natural,1
AZ,1994,3,Human,83
AZ,1994,3,Missing data/not specified/undetermined,4
AZ,1994,3,Natural,2
AZ,1994,4,Human,223
AZ,1994,4,Missing data/not specified/undetermined,13
AZ,1994,4,Natural,44
AZ,1994,5,Human,541
AZ,1994,5,Missing data/not specified/undetermined,37
AZ,1994,5,Natural,60
AZ,1994,6,Human,577
AZ,1994,6,Missing data/not specified/undetermined,45
AZ,1994,6,Natural,285
AZ,1994,7,Human,419
AZ,1994,7,Missing data/not specified/undetermined,22
AZ,1994,7,Natural,791
AZ,1994,8,Human,137
AZ,1994,8,Missing data/not specified/undetermined,17
AZ,1994,8,Natural,706
AZ,1994,9,Human,74
AZ,1994,9,Missing data/not specified/undetermined,8
AZ,1994,9,Natural,150
AZ,1994,10,Human,105
AZ,1994,10,Missing data/not specified/undetermined,7
AZ,1994,10,Natural,12
AZ,1994,11,Human,37
AZ,1994,11,Missing data/not specified/undetermined,2
AZ,1994,11,Natural,1
AZ,1994,12,Human,14
AZ,1994,12,Missing data/not specified/undetermined,1
AZ,1995,1,Human,16
AZ,1995,1,Missing data/not specified/undetermined,1
AZ,1995,2,Human,22
AZ,1995,2,Natural,1
AZ,1995,3,Human,34
AZ,1995,3,Missing data/not specified/undetermined,2
AZ,1995,3,Natural,1
AZ,1995,4,Human,247
AZ,1995,4,Missing data/not specified/undetermined,10
AZ,1995,4,Natural,3
AZ,1995,5,Human,556
AZ,1995,5,Missing data/not specified/undetermined,30
AZ,1995,5,Natural,28
AZ,1995,6,Human,716
AZ,1995,6,Missing data/not specified/undetermined,65
AZ,1995,6,Natural,326
AZ,1995,7,Human,571
AZ,1995,7,Missing data/not specified/undetermined,44
AZ,1995,7,Natural,362
AZ,1995,8,Human,219
AZ,1995,8,Missing data/not specified/undetermined,29
AZ,1995,8,Natural,492
AZ,1995,9,Human,148
AZ,1995,9,Missing data/not specified/undetermined,11
AZ,1995,9,Natural,202
AZ,1995,10,Human,206
AZ,1995,10,Missing data/not specified/undetermined,5
AZ,1995,10,Natural,7
AZ,1995,11,Human,69
AZ,1995,11,Missing data/not specified/undetermined,2
AZ,1995,11,Natural,2
AZ,1995,12,Human,72
AZ,1995,12,Missing data/not specified/undetermined,1
AZ,1995,12,Natural,1
AZ,1996,1,Human,98
AZ,1996,1,Natural,3
AZ,1996,2,Human,57
AZ,1996,2,Missing data/not specified/undetermined,2
AZ,1996,2,Natural,1
AZ,1996,3,Human,137
AZ,1996,3,Missing data/not specified/undetermined,4
