state,fire_year,size_class,cause_class,n,acres
OK,2012,F,Missing data/not specified/undetermined,3,7717.0
OK,2012,F,Natural,1,1151.0
OK,2012,G,Human,5,88257.0
OK,2012,G,Missing data/not specified/undetermined,1,6887.0
OK,2013,A,Human,150,18.75
OK,2013,A,Natural,3,0.30000000000000004
OK,2013,B,Human,384,1079.8
OK,2013,B,Missing data/not specified/undetermined,1,9.0
OK,2013,B,Natural,17,60.1
OK,2013,C,Human,191,6186.6
OK,2013,C,Natural,9,164.7
OK,2013,D,Human,17,3045.0
OK,2013,E,Human,14,7326.7
OK,2013,E,Natural,2,1146.0
OK,2013,F,Human,6,11074.0
OK,2014,A,Human,117,15.8
OK,2014,A,Natural,3,0.45
OK,2014,B,Human,537,1594.85
OK,2014,B,Natural,9,18.2
OK,2014,C,Human,346,12066.9
OK,2014,C,Natural,4,158.4
OK,2014,D,Human,66,11945.0
OK,2014,E,Human,57,31537.2
OK,2014,F,Human,26,49892.8
OK,2014,G,Human,5,53215.6
OK,2014,G,Missing data/not specified/undetermined,2,27172.0
OK,2015,A,Human,102,13.3
OK,2015,A,Natural,4,0.5
OK,2015,B,Human,557,1720.05
OK,2015,B,Natural,4,17.0
OK,2015,C,Human,374,12278.2
OK,2015,C,Missing data/not specified/undetermined,1,66.0
OK,2015,C,Natural,3,52.3
OK,2015,D,Human,78,14047.8
OK,2015,D,Missing data/not specified/undetermined,2,295.0
OK,2015,D,Natural,1,100.0
OK,2015,E,Human,39,21706.4
OK,2015,E,Missing data/not specified/undetermined,1,556.0
OK,2015,F,Human,16,36657.7
OK,2015,G,Human,3,38537.0
OK,2015,G,Missing data/not specified/undetermined,1,23488.0
OK,2016,A,Human,134,17.0
OK,2016,A,Natural,5,0.5
OK,2016,B,Human,688,2059.3
OK,2016,B,Missing data/not specified/undetermined,1,9.0
OK,2016,B,Natural,12,27.5
OK,2016,C,Human,536,18173.35
OK,2016,C,Missing data/not specified/undetermined,1,22.4
OK,2016,C,Natural,9,248.0
OK,2016,D,Human,100,17634.0
OK,2016,D,Missing data/not specified/undetermined,5,740.9
OK,2016,D,Natural,1,280.0
OK,2016,E,Human,73,41292.5
OK,2016,E,Missing data/not specified/undetermined,8,5634.0
OK,2016,E,Natural,2,1225.3
OK,2016,F,Human,36,78408.4
OK,2016,F,Missing data/not specified/undetermined,4,10383.0
OK,2016,G,Human,8,86986.0
OK,2016,G,Missing data/not specified/undetermined,3,442907.0
OK,2017,A,Human,139,18.3
OK,2017,A,Natural,7,1.1
OK,2017,B,Human,688,2113.1
OK,2017,B,Natural,11,38.0
OK,2017,C,Human,539,19887.85
OK,2017,C,Natural,8,182.6
OK,2017,D,Human,121,21101.5
OK,2017,D,Missing data/not specified/undetermined,5,896.0
OK,2017,D,Natural,2,384.0
OK,2017,E,Human,88,44629.7
OK,2017,E,Missing data/not specified/undetermined,4,2451.0
OK,2017,F,Human,33,65292.5
OK,2017,F,Missing data/not specified/undetermined,4,10946.0
OK,2017,F,Natural,1,2975.0
OK,2017,G,Human,4,35354.3
OK,2017,G,Missing data/not specified/undetermined,4,784830.0
OK,2018,A,Human,149,18.310000000000002
OK,2018,A,Natural,8,1.1400000000000001
OK,2018,B,Human,515,1606.24
OK,2018,B,Missing data/not specified/undetermined,1,1.0
OK,2018,B,Natural,4,6.6
OK,2018,C,Human,317,11834.71
OK,2018,C,Natural,7,301.1
OK,2018,D,Human,70,12280.4
OK,2018,D,Missing data/not specified/undetermined,4,716.9
OK,2018,E,Human,67,33532.1
OK,2018,E,Missing data/not specified/undetermined,11,6496.2
OK,2018,E,Natural,1,890.0
OK,2018,F,Human,32,66213.0
OK,2018,F,Missing data/not specified/undetermined,5,11425.800000000001
OK,2018,F,Natural,1,4196.0
OK,2018,G,Human,8,351777.9
OK,2018,G,Missing data/not specified/undetermined,1,62481.0
OK,2018,G,Natural,1,5036.0
OK,2019,A,Human,132,16.2
OK,2019,A,Natural,1,0.1
OK,2019,B,Human,439,1148.82
OK,2019,B,Natural,9,12.7
OK,2019,C,Human,253,9424.0
OK,2019,C,Natural,5,173.7
OK,2019,D,Human,61,9975.8
OK,2019,D,Natural,1,160.0
OK,2019,E,Human,35,17115.2
OK,2019,E,Natural,3,1613.0
OK,2019,F,Human,8,15109.6
OK,2019,F,Natural,1,1080.0
OK,2019,G,Human,1,8275.0
OK,2020,A,Human,174,21.76
OK,2020,A,Missing data/not specified/undetermined,5,0.6000000000000001
OK,2020,A,Natural,2,0.2
OK,2020,B,Human,482,1370.49
OK,2020,B,Missing data/not specified/undetermined,6,10.6
OK,2020,B,Natural,6,20.8
OK,2020,C,Human,291,9568.59
OK,2020,C,Missing data/not specified/undetermined,3,141.2
OK,2020,C,Natural,2,45.0
OK,2020,D,Human,69,13027.37
OK,2020,D,Missing data/not specified/undetermined,1,246.0
OK,2020,E,Human,51,25239.6
OK,2020,F,Human,7,12401.7
OK,2020,G,Human,2,35231.0
OR,1992,A,Human,1005,100.11
OR,1992,A,Missing data/not specified/undetermined,1,0.1
OR,1992,A,Natural,1990,212.33
OR,1992,B,Human,366,708.52
OR,1992,B,Natural,416,553.65
OR,1992,C,Human,65,2390.85
OR,1992,C,Natural,41,1457.6
OR,1992,D,Human,15,2735.0
OR,1992,D,Natural,13,2415.0
OR,1992,E,Human,10,5234.0
OR,1992,E,Natural,12,6391.0
OR,1992,F,Human,7,10580.1
OR,1992,F,Natural,10,15890.0
OR,1992,G,Human,3,48083.0
OR,1992,G,Natural,2,20686.0
OR,1993,A,Human,891,80.94
OR,1993,A,Missing data/not specified/undetermined,1,0.1
OR,1993,A,Natural,552,53.730000000000004
OR,1993,B,Human,269,494.31
OR,1993,B,Natural,64,92.64999999999999
OR,1993,C,Human,45,1431.2
OR,1993,C,Missing data/not specified/undetermined,1,60.0
OR,1993,C,Natural,3,66.25
OR,1993,D,Human,14,2531.6
OR,1993,E,Human,9,4712.5
OR,1993,E,Natural,1,360.0
OR,1993,F,Natural,2,3960.0
OR,1994,A,Human,936,83.96000000000001
OR,1994,A,Missing data/not specified/undetermined,1,0.1
OR,1994,A,Natural,1507,161.43
OR,1994,B,Human,361,641.97
OR,1994,B,Natural,443,626.16
OR,1994,C,Human,65,2365.5
OR,1994,C,Natural,56,1535.0
OR,1994,D,Human,17,2564.0
OR,1994,D,Natural,24,3785.0
OR,1994,E,Human,9,4696.0
OR,1994,E,Natural,19,10011.0
OR,1994,F,Human,6,10942.0
OR,1994,F,Natural,13,28344.0
OR,1994,G,Human,2,42496.0
OR,1994,G,Natural,14,167802.2
OR,1995,A,Human,899,78.59
OR,1995,A,Missing data/not specified/undetermined,8,0.8
OR,1995,A,Natural,801,84.10000000000001
OR,1995,B,Human,285,478.17
OR,1995,B,Natural,161,235.73
OR,1995,C,Human,36,1342.7
OR,1995,C,Missing data/not specified/undetermined,1,80.0
OR,1995,C,Natural,24,733.5
OR,1995,D,Human,13,2159.6
OR,1995,D,Natural,11,1969.3
OR,1995,E,Human,8,5071.0
OR,1995,E,Natural,6,3010.0
OR,1995,F,Human,3,4200.0
OR,1995,F,Natural,5,6879.0
OR,1995,G,Human,1,5750.0
OR,1995,G,Natural,2,29210.0
OR,1996,A,Human,807,68.18
OR,1996,A,Natural,1103,121.47000000000001
OR,1996,B,Human,294,545.27
OR,1996,B,Missing data/not specified/undetermined,2,3.5
OR,1996,B,Natural,424,608.58
OR,1996,C,Human,54,2009.54
OR,1996,C,Natural,72,2513.2
OR,1996,D,Human,13,2058.3
OR,1996,D,Natural,27,4407.2
OR,1996,E,Human,8,5043.2
OR,1996,E,Natural,29,14815.8
OR,1996,F,Human,7,13168.3
OR,1996,F,Natural,14,35428.4
OR,1996,G,Human,2,140230.0
OR,1996,G,Natural,19,369620.9
OR,1997,A,Human,732,65.57000000000001
OR,1997,A,Missing data/not specified/undetermined,1,0.1
OR,1997,A,Natural,852,87.07000000000001
OR,1997,B,Human,253,419.78
OR,1997,B,Missing data/not specified/undetermined,1,1.3
OR,1997,B,Natural,209,242.02
OR,1997,C,Human,31,1007.6
OR,1997,C,Natural,29,808.1
OR,1997,D,Human,9,1304.0
OR,1997,D,Natural,10,1888.5
OR,1997,E,Human,8,4595.6
OR,1997,E,Natural,2,1260.0
OR,1997,F,Natural,5,12924.300000000001
OR,1998,A,Human,818,70.43
OR,1998,A,Natural,1030,107.79
OR,1998,B,Human,269,491.01
OR,1998,B,Natural,315,457.63
OR,1998,C,Human,53,1605.36
OR,1998,C,Natural,35,1299.7
OR,1998,D,Human,16,3183.2
OR,1998,D,Natural,11,1709.9
OR,1998,E,Human,8,4130.0
OR,1998,E,Natural,4,2575.1
OR,1998,F,Human,4,5688.0
OR,1998,F,Natural,9,18365.5
OR,1998,G,Human,2,37000.0
OR,1998,G,Natural,1,6416.0
OR,1999,A,Human,965,93.06
OR,1999,A,Natural,1073,111.76
OR,1999,B,Human,378,734.54
OR,1999,B,Missing data/not specified/undetermined,1,3.0
OR,1999,B,Natural,319,429.15
OR,1999,C,Human,66,2079.12
OR,1999,C,Missing data/not specified/undetermined,1,25.0
OR,1999,C,Natural,44,1559.1
OR,1999,D,Human,22,3594.3
OR,1999,D,Natural,12,2124.4
OR,1999,E,Human,14,6992.4
OR,1999,E,Natural,14,7570.7
OR,1999,F,Human,7,16977.4
OR,1999,F,Natural,9,18696.0
OR,1999,G,Human,2,11172.0
OR,2000,A,Human,894,80.39
OR,2000,A,Missing data/not specified/undetermined,2,0.2
OR,2000,A,Natural,449,46.95
OR,2000,B,Human,301,522.81
OR,2000,B,Missing data/not specified/undetermined,3,5.0
OR,2000,B,Natural,159,234.45
OR,2000,C,Human,37,1115.48
OR,2000,C,Natural,20,746.7
OR,2000,D,Human,17,2570.0
OR,2000,D,Natural,7,1148.9
OR,2000,E,Human,11,5967.0
OR,2000,E,Missing data/not specified/undetermined,2,1300.0
OR,2000,E,Natural,6,2776.0
OR,2000,F,Human,6,14223.0
OR,2000,F,Natural,13,32665.0
OR,2000,G,Human,3,37671.0
OR,2000,G,Natural,8,264356.5
OR,2001,A,Human,909,82.71000000000001
OR,2001,A,Missing data/not specified/undetermined,1,0.1
OR,2001,A,Natural,1423,153.02
OR,2001,B,Human,292,530.33
OR,2001,B,Missing data/not specified/undetermined,4,10.5
OR,2001,B,Natural,529,778.47
OR,2001,C,Human,67,1688.35
OR,2001,C,Missing data/not specified/undetermined,1,80.0
OR,2001,C,Natural,56,1888.5
OR,2001,D,Human,16,2688.84
OR,2001,D,Natural,19,3456.2
OR,2001,E,Human,9,4591.3099999999995
OR,2001,E,Natural,9,4731.0
OR,2001,F,Human,6,15038.3
OR,2001,F,Natural,13,32059.8
OR,2001,G,Human,1,5000.0
OR,2001,G,Natural,14,316469.8
OR,2002,A,Human,982,87.93
OR,2002,A,Missing data/not specified/undetermined,1,0.1
OR,2002,A,Natural,876,95.47
OR,2002,B,Human,333,622.06
OR,2002,B,Missing data/not specified/undetermined,1,2.0
OR,2002,B,Natural,355,504.06
OR,2002,C,Human,60,2021.26
OR,2002,C,Natural,60,2131.85
OR,2002,D,Human,12,2116.95
OR,2002,D,Natural,18,2838.6
OR,2002,E,Human,7,3128.0
OR,2002,E,Natural,13,7282.7
OR,2002,F,Human,3,5787.0
OR,2002,F,Natural,16,34120.1
OR,2002,G,Human,1,17600.0
OR,2002,G,Natural,20,932735.54
OR,2003,A,Human,1013,91.11
OR,2003,A,Natural,905,92.67
OR,2003,B,Human,298,489.21
OR,2003,B,Natural,269,313.52
OR,2003,C,Human,48,1838.16
OR,2003,C,Natural,30,850.5
OR,2003,D,Human,12,2044.5
OR,2003,D,Natural,9,1290.0
