state,fire_year,size_class,cause_class,n,acres
FL,2011,F,Missing data/not specified/undetermined,1,1520.0
FL,2011,F,Natural,20,47495.1
FL,2011,G,Missing data/not specified/undetermined,1,17000.0
FL,2011,G,Natural,10,166058.0
FL,2012,A,Human,583,68.85000000000001
FL,2012,A,Missing data/not specified/undetermined,1,0.2
FL,2012,A,Natural,176,19.6
FL,2012,B,Human,1357,3069.64
FL,2012,B,Missing data/not specified/undetermined,8,24.8
FL,2012,B,Natural,396,1002.13
FL,2012,C,Human,295,8320.32
FL,2012,C,Missing data/not specified/undetermined,2,82.0
FL,2012,C,Natural,170,5282.4
FL,2012,D,Human,39,6777.8
FL,2012,D,Missing data/not specified/undetermined,1,110.0
FL,2012,D,Natural,21,3074.6
FL,2012,E,Human,22,11058.9
FL,2012,E,Missing data/not specified/undetermined,2,1330.0
FL,2012,E,Natural,15,7517.0
FL,2012,F,Human,7,12566.0
FL,2012,F,Natural,7,11856.0
FL,2012,G,Human,2,18669.0
FL,2012,G,Natural,3,48136.0
FL,2013,A,Human,396,47.57
FL,2013,A,Missing data/not specified/undetermined,3,0.4
FL,2013,A,Natural,72,8.440000000000001
FL,2013,B,Human,1074,2432.45
FL,2013,B,Missing data/not specified/undetermined,1,7.0
FL,2013,B,Natural,214,565.35
FL,2013,C,Human,258,7855.07
FL,2013,C,Missing data/not specified/undetermined,1,10.0
FL,2013,C,Natural,75,2385.05
FL,2013,D,Human,27,4747.6
FL,2013,D,Natural,10,1689.1
FL,2013,E,Human,20,11648.2
FL,2013,E,Natural,3,1520.0
FL,2013,F,Human,3,4336.0
FL,2013,F,Missing data/not specified/undetermined,1,1662.0
FL,2013,F,Natural,2,3593.0
FL,2013,G,Human,2,25400.0
FL,2013,G,Natural,1,9200.0
FL,2014,A,Human,352,41.580000000000005
FL,2014,A,Missing data/not specified/undetermined,5,0.6000000000000001
FL,2014,A,Natural,133,15.010000000000002
FL,2014,B,Human,919,1992.47
FL,2014,B,Missing data/not specified/undetermined,1,3.2
FL,2014,B,Natural,322,772.95
FL,2014,C,Human,195,4963.4
FL,2014,C,Natural,131,4145.7
FL,2014,D,Human,30,5678.0
FL,2014,D,Natural,19,2990.9
FL,2014,E,Human,5,2219.6
FL,2014,E,Natural,15,8702.0
FL,2014,F,Human,4,11496.0
FL,2014,F,Natural,9,27365.0
FL,2014,G,Human,2,21000.0
FL,2014,G,Natural,2,65000.0
FL,2015,A,Human,27,3.0500000000000003
FL,2015,A,Missing data/not specified/undetermined,11,1.1
FL,2015,A,Natural,31,3.68
FL,2015,B,Human,1250,2537.2
FL,2015,B,Missing data/not specified/undetermined,1,0.5
FL,2015,B,Natural,674,1605.21
FL,2015,C,Human,224,5712.5
FL,2015,C,Natural,213,6622.8
FL,2015,D,Human,22,3878.0
FL,2015,D,Missing data/not specified/undetermined,1,175.0
FL,2015,D,Natural,36,6257.5
FL,2015,E,Human,13,6233.0
FL,2015,E,Missing data/not specified/undetermined,2,803.0
FL,2015,E,Natural,21,11299.0
FL,2015,F,Human,2,6593.0
FL,2015,F,Natural,14,27760.3
FL,2015,G,Natural,6,87511.7
FL,2016,A,Human,54,6.73
FL,2016,A,Missing data/not specified/undetermined,2,0.2
FL,2016,A,Natural,33,4.3
FL,2016,B,Human,1875,3696.51
FL,2016,B,Missing data/not specified/undetermined,1,0.3
FL,2016,B,Natural,535,1249.71
FL,2016,C,Human,285,7368.08
FL,2016,C,Natural,170,4464.0
FL,2016,D,Human,32,5419.0
FL,2016,D,Natural,23,3536.7
FL,2016,E,Human,15,8235.0
FL,2016,E,Natural,12,6688.1
FL,2016,F,Human,6,12355.0
FL,2016,F,Natural,6,8640.4
FL,2016,G,Human,1,7500.0
FL,2016,G,Natural,2,14646.0
FL,2017,A,Human,576,70.98
FL,2017,A,Missing data/not specified/undetermined,1,0.1
FL,2017,A,Natural,101,12.65
FL,2017,B,Human,1521,3391.5099999999998
FL,2017,B,Natural,247,637.58
FL,2017,C,Human,362,10177.0
FL,2017,C,Missing data/not specified/undetermined,1,50.0
FL,2017,C,Natural,124,3702.35
FL,2017,D,Human,57,9090.3
FL,2017,D,Natural,20,3228.5
FL,2017,E,Human,37,19534.5
FL,2017,E,Missing data/not specified/undetermined,3,1983.0
FL,2017,E,Natural,13,7843.0
FL,2017,F,Human,13,32978.5
FL,2017,F,Missing data/not specified/undetermined,1,1600.0
FL,2017,F,Natural,6,10616.0
FL,2017,G,Human,8,110901.0
FL,2017,G,Missing data/not specified/undetermined,2,14298.0
FL,2017,G,Natural,5,219678.0
FL,2018,A,Human,408,48.1
FL,2018,A,Missing data/not specified/undetermined,3,0.30000000000000004
FL,2018,A,Natural,48,5.0
FL,2018,B,Human,1056,2312.17
FL,2018,B,Natural,145,375.24
FL,2018,C,Human,244,6652.91
FL,2018,C,Natural,69,2501.2
FL,2018,D,Human,28,4117.0
FL,2018,D,Natural,17,2998.14
FL,2018,E,Human,20,9294.0
FL,2018,E,Natural,11,5709.6
FL,2018,F,Human,9,15083.8
FL,2018,F,Natural,5,12807.0
FL,2018,G,Human,4,35857.0
FL,2018,G,Natural,5,106454.0
FL,2019,A,Human,390,46.99
FL,2019,A,Missing data/not specified/undetermined,1,0.1
FL,2019,A,Natural,76,8.6
FL,2019,B,Human,895,1922.39
FL,2019,B,Natural,226,561.04
FL,2019,C,Human,167,4323.7
FL,2019,C,Natural,111,3904.08
FL,2019,D,Human,10,1427.0
FL,2019,D,Natural,26,4224.0
FL,2019,E,Human,14,7189.0
FL,2019,E,Missing data/not specified/undetermined,1,700.0
FL,2019,E,Natural,9,4727.9
FL,2019,F,Human,4,11687.7
FL,2019,F,Natural,6,10649.0
FL,2019,G,Natural,2,63100.0
FL,2020,A,Human,401,47.980000000000004
FL,2020,A,Missing data/not specified/undetermined,12,1.35
FL,2020,A,Natural,66,7.75
FL,2020,B,Human,1024,2147.96
FL,2020,B,Missing data/not specified/undetermined,15,42.6
FL,2020,B,Natural,181,537.46
FL,2020,C,Human,230,6442.1
FL,2020,C,Natural,94,3209.4
FL,2020,D,Human,32,4897.2
FL,2020,D,Natural,20,3084.0
FL,2020,E,Human,17,9402.0
FL,2020,E,Missing data/not specified/undetermined,3,1718.0
FL,2020,E,Natural,9,5664.0
FL,2020,F,Human,5,7500.0
FL,2020,F,Missing data/not specified/undetermined,1,1000.0
FL,2020,F,Natural,1,1036.0
FL,2020,G,Human,3,41582.0
FL,2020,G,Natural,1,30636.0
GA,1992,A,Human,1451,169.55
GA,1992,A,Natural,62,6.0
GA,1992,B,Human,4238,9605.1
GA,1992,B,Missing data/not specified/undetermined,1,1.4
GA,1992,B,Natural,130,339.14
GA,1992,C,Human,532,12484.57
GA,1992,C,Natural,21,642.33
GA,1992,D,Human,21,3102.65
GA,1992,D,Missing data/not specified/undetermined,1,289.0
GA,1992,E,Human,1,373.61
GA,1993,A,Human,2275,261.66
GA,1993,A,Natural,209,20.7
GA,1993,B,Human,5483,11286.56
GA,1993,B,Missing data/not specified/undetermined,2,12.0
GA,1993,B,Natural,437,1032.9
GA,1993,C,Human,574,13558.08
GA,1993,C,Natural,104,2803.58
GA,1993,D,Human,17,2930.31
GA,1993,D,Natural,6,841.0
GA,1993,E,Human,1,305.8
GA,1993,E,Natural,1,702.0
GA,1993,F,Natural,1,1050.0
GA,1993,G,Natural,1,5711.0
GA,1994,A,Human,1706,192.55
GA,1994,A,Missing data/not specified/undetermined,1,0.2
GA,1994,A,Natural,79,7.95
GA,1994,B,Human,4145,8843.43
GA,1994,B,Natural,118,272.19
GA,1994,C,Human,490,11021.0
GA,1994,C,Natural,27,772.43
GA,1994,D,Human,14,2099.53
GA,1994,E,Human,4,1804.61
GA,1995,A,Human,2288,251.59
GA,1995,A,Natural,140,13.48
GA,1995,B,Human,4774,9749.21
GA,1995,B,Natural,239,553.49
GA,1995,C,Human,456,10504.59
GA,1995,C,Natural,57,1382.52
GA,1995,D,Human,10,1594.93
GA,1995,D,Natural,2,407.1
GA,1996,A,Human,2661,285.24
GA,1996,A,Natural,149,14.14
GA,1996,B,Human,6042,12863.59
GA,1996,B,Natural,211,411.42
GA,1996,C,Human,739,17405.54
GA,1996,C,Natural,46,1165.81
GA,1996,D,Human,19,2964.28
GA,1996,D,Natural,3,572.6
GA,1996,E,Human,1,385.0
GA,1996,F,Human,1,1908.27
GA,1997,A,Human,2201,240.82
GA,1997,A,Natural,133,12.58
GA,1997,B,Human,4252,8478.38
GA,1997,B,Natural,192,413.79
GA,1997,C,Human,413,9761.4
GA,1997,C,Natural,32,838.41
GA,1997,D,Human,8,1307.56
GA,1997,D,Natural,1,207.2
GA,1997,E,Human,2,648.0
GA,1998,A,Human,2225,265.35
GA,1998,A,Natural,150,17.17
GA,1998,B,Human,4139,7916.24
GA,1998,B,Natural,311,677.99
GA,1998,C,Human,391,9390.789999999999
GA,1998,C,Natural,63,1727.76
GA,1998,D,Human,13,2037.26
GA,1998,D,Natural,4,731.22
GA,1998,E,Natural,2,1099.0
GA,1998,F,Natural,2,5947.0
GA,1998,G,Human,1,16100.0
GA,1999,A,Human,2891,365.20000000000005
GA,1999,A,Natural,143,16.400000000000002
GA,1999,B,Human,6843,14136.3
GA,1999,B,Natural,285,733.5
GA,1999,C,Human,842,20314.5
GA,1999,C,Natural,72,2223.1
GA,1999,D,Human,35,5328.1
GA,1999,D,Natural,7,1177.2
GA,1999,E,Human,12,6328.5
GA,1999,E,Natural,2,959.8
GA,1999,F,Human,5,7401.4
GA,1999,G,Human,1,14128.0
GA,2000,A,Human,2790,318.87
GA,2000,A,Natural,217,20.52
GA,2000,B,Human,6218,12905.35
GA,2000,B,Natural,361,806.08
GA,2000,C,Human,791,18900.63
GA,2000,C,Natural,124,3211.85
GA,2000,D,Human,25,3748.84
GA,2000,D,Natural,2,325.8
GA,2000,E,Human,11,5565.1
GA,2000,E,Natural,2,1591.67
GA,2000,F,Human,3,8315.0
GA,2000,G,Human,1,7800.0
GA,2001,A,Human,2696,307.8
GA,2001,A,Missing data/not specified/undetermined,2,0.2
GA,2001,A,Natural,59,5.79
GA,2001,B,Human,5955,12309.55
GA,2001,B,Natural,120,302.12
GA,2001,C,Human,670,16133.88
GA,2001,C,Natural,35,978.2
GA,2001,D,Human,18,2397.73
GA,2001,D,Natural,2,340.4
GA,2001,E,Human,4,2940.0
GA,2001,F,Human,3,7776.6
GA,2001,F,Natural,3,9174.0
GA,2001,G,Natural,1,6960.0
GA,2002,A,Human,1999,228.8
GA,2002,A,Natural,147,13.24
GA,2002,B,Human,4624,10122.07
GA,2002,B,Natural,251,710.43
GA,2002,C,Human,650,15894.64
GA,2002,C,Natural,88,2436.02
GA,2002,D,Human,32,5011.17
GA,2002,D,Natural,4,721.9399999999999
GA,2002,E,Human,3,1411.21
GA,2002,E,Natural,1,405.8
GA,2002,G,Human,1,5816.0
GA,2002,G,Natural,1,124110.0
GA,2003,A,Human,1591,169.87
GA,2003,A,Natural,31,2.5
GA,2003,B,Human,2687,5088.01
GA,2003,B,Natural,28,66.61
GA,2003,C,Human,217,4625.16
GA,2003,C,Natural,5,118.95
GA,2003,D,Human,8,1446.28
GA,2004,A,Human,2386,270.91
GA,2004,A,Missing data/not specified/undetermined,1,0.1
GA,2004,A,Natural,55,5.43
GA,2004,B,Human,4902,10426.56
GA,2004,B,Natural,98,279.29
GA,2004,C,Human,621,16336.34
GA,2004,C,Missing data/not specified/undetermined,1,16.0
GA,2004,C,Natural,30,811.87
GA,2004,D,Human,23,3477.9
GA,2004,D,Natural,3,508.37
GA,2004,E,Human,7,3075.92
GA,2005,A,Human,1864,208.01
GA,2005,A,Natural,21,2.02
GA,2005,B,Human,3706,7717.38
GA,2005,B,Natural,25,69.2
GA,2005,C,Human,413,9876.12
GA,2005,C,Natural,11,205.29
GA,2005,D,Human,9,1375.97
GA,2006,A,Human,2470,295.5
GA,2006,A,Natural,199,22.07
GA,2006,B,Human,5160,10696.57
GA,2006,B,Missing data/not specified/undetermined,1,0.3
GA,2006,B,Natural,330,826.3
GA,2006,C,Human,614,15336.95
GA,2006,C,Natural,108,2810.7
GA,2006,D,Human,29,4883.4
GA,2006,D,Natural,10,1573.55
GA,2006,E,Human,2,678.8199999999999
GA,2006,E,Natural,2,793.0
GA,2007,A,Human,2510,289.8
GA,2007,A,Natural,170,18.77
GA,2007,B,Human,4957,10420.97
GA,2007,B,Natural,306,827.75
GA,2007,C,Human,602,15251.15
GA,2007,C,Natural,85,2579.05
GA,2007,D,Human,50,8352.55
GA,2007,D,Natural,11,1966.74
GA,2007,E,Human,12,7153.88
GA,2007,E,Natural,3,1793.29
GA,2007,F,Human,4,6208.75
GA,2007,F,Natural,4,6982.0
GA,2007,G,Human,2,197254.2
GA,2007,G,Natural,1,68361.0
GA,2008,A,Human,1677,196.76
GA,2008,A,Natural,123,15.82
GA,2008,B,Human,3305,6604.0
GA,2008,B,Natural,233,679.96
GA,2008,C,Human,371,8916.7
GA,2008,C,Natural,78,2289.63
GA,2008,D,Human,11,1863.54
GA,2008,D,Natural,3,565.2
GA,2008,E,Human,5,2209.58
GA,2008,F,Natural,1,2551.0
GA,2009,A,Human,1240,142.34
GA,2009,A,Natural,38,3.17
GA,2009,B,Human,2481,5251.9
GA,2009,B,Natural,61,205.88
GA,2009,C,Human,325,8019.0199999999995
GA,2009,C,Natural,16,482.3
GA,2009,D,Human,12,2087.23
GA,2009,E,Human,3,1598.95
GA,2010,A,Human,1892,212.09
GA,2010,A,Natural,69,6.32
GA,2010,B,Human,3379,6874.33
GA,2010,B,Missing data/not specified/undetermined,2,5.5
GA,2010,B,Natural,109,330.58
GA,2010,C,Human,362,8344.87
GA,2010,C,Natural,37,970.9
GA,2010,D,Human,13,2053.86
GA,2010,E,Human,2,1191.0
GA,2010,E,Natural,1,651.0
GA,2010,F,Human,1,2710.0
GA,2011,A,Human,1991,235.33
GA,2011,A,Missing data/not specified/undetermined,1,0.1
GA,2011,A,Natural,173,19.39
GA,2011,B,Human,4869,11202.71
GA,2011,B,Missing data/not specified/undetermined,1,8.0
GA,2011,B,Natural,412,1161.31
GA,2011,C,Human,737,19690.32
GA,2011,C,Natural,140,4267.52
GA,2011,D,Human,43,5812.23
GA,2011,D,Missing data/not specified/undetermined,1,100.0
GA,2011,D,Natural,16,2476.31
GA,2011,E,Human,9,5104.6
GA,2011,E,Natural,7,3632.2200000000003
GA,2011,F,Human,7,16161.75
GA,2011,F,Missing data/not specified/undetermined,1,1200.0
GA,2011,F,Natural,1,3703.0
GA,2011,G,Human,3,53929.0
GA,2011,G,Natural,1,309200.0
GA,2012,A,Human,1216,151.55
GA,2012,A,Natural,107,12.790000000000001
GA,2012,B,Human,2869,5902.94
GA,2012,B,Missing data/not specified/undetermined,1,5.0
GA,2012,B,Natural,240,564.32
GA,2012,C,Human,405,9913.86
GA,2012,C,Natural,83,2170.11
GA,2012,D,Human,16,2314.39
GA,2012,D,Natural,5,707.44
GA,2012,E,Human,4,1679.42
GA,2012,E,Natural,2,845.8
GA,2012,F,Human,1,1167.0
GA,2013,A,Human,845,98.22
GA,2013,A,Natural,27,2.38
GA,2013,B,Human,2019,4701.05
GA,2013,B,Natural,23,84.02
GA,2013,C,Human,314,7857.76
GA,2013,C,Natural,12,295.15999999999997
GA,2013,D,Human,12,1628.76
GA,2014,A,Human,952,114.35000000000001
GA,2014,A,Natural,49,4.54
GA,2014,B,Human,2562,5969.63
GA,2014,B,Natural,72,181.11
GA,2014,C,Human,368,9312.66
GA,2014,C,Missing data/not specified/undetermined,1,50.0
GA,2014,C,Natural,36,952.53
GA,2014,D,Human,16,2570.05
GA,2014,D,Missing data/not specified/undetermined,1,104.0
GA,2014,D,Natural,2,357.0
GA,2014,E,Human,3,1579.0
GA,2014,F,Natural,1,1021.0
GA,2015,A,Human,610,72.52
GA,2015,A,Natural,66,6.29
GA,2015,B,Human,1345,3030.82
GA,2015,B,Natural,95,260.75
GA,2015,C,Human,184,4350.54
GA,2015,C,Natural,42,1348.2
GA,2015,D,Human,6,925.86
GA,2015,D,Natural,5,716.25
GA,2015,E,Human,1,341.67
GA,2015,E,Natural,1,337.0
GA,2016,A,Human,1409,162.52
GA,2016,A,Natural,52,5.01
GA,2016,B,Human,2973,6316.74
GA,2016,B,Missing data/not specified/undetermined,1,1.0
GA,2016,B,Natural,173,492.79
GA,2016,C,Human,391,9860.3
GA,2016,C,Natural,56,1579.71
GA,2016,D,Human,19,2891.82
GA,2016,D,Missing data/not specified/undetermined,1,107.0
GA,2016,D,Natural,6,925.7
GA,2016,E,Human,8,4826.57
GA,2016,E,Natural,2,823.6
GA,2016,F,Human,3,6269.0
GA,2016,G,Human,1,24725.0
GA,2016,G,Natural,1,27870.0
GA,2017,A,Human,861,105.7
GA,2017,A,Natural,43,4.49
GA,2017,B,Human,2250,5107.55
GA,2017,B,Natural,75,203.35
GA,2017,C,Human,387,9622.71
GA,2017,C,Natural,25,772.8
GA,2017,D,Human,14,2200.38
GA,2017,D,Natural,1,115.31
GA,2017,E,Human,3,1092.23
GA,2017,G,Natural,1,28985.55
GA,2018,A,Human,585,76.22
GA,2018,A,Natural,28,2.46
GA,2018,B,Human,1638,4003.83
GA,2018,B,Natural,30,64.83
GA,2018,C,Human,266,6797.95
GA,2018,C,Natural,15,570.49
GA,2018,D,Human,9,1583.29
GA,2018,E,Human,3,1138.4099999999999
GA,2019,A,Human,880,112.24000000000001
GA,2019,A,Natural,58,5.47
GA,2019,B,Human,1842,4189.53
GA,2019,B,Natural,118,369.84
GA,2019,C,Human,217,5444.15
GA,2019,C,Natural,48,1508.88
GA,2019,D,Human,3,435.46
GA,2019,D,Missing data/not specified/undetermined,1,113.9
GA,2019,D,Natural,3,409.0
GA,2019,E,Natural,1,441.0
GA,2020,A,Human,502,62.79
GA,2020,A,Missing data/not specified/undetermined,1,0.25
GA,2020,A,Natural,28,3.1
GA,2020,B,Human,972,1995.49
GA,2020,B,Missing data/not specified/undetermined,1,0.5
GA,2020,B,Natural,44,142.39
GA,2020,C,Human,124,2461.4
GA,2020,C,Missing data/not specified/undetermined,1,10.0
GA,2020,C,Natural,17,392.38
GA,2020,D,Human,3,418.17
GA,2020,E,Natural,1,309.4
HI,1992,A,Human,29,3.0
HI,1992,A,Missing data/not specified/undetermined,3,0.30000000000000004
HI,1992,B,Human,3,4.0
HI,1992,C,Missing data/not specified/undetermined,33,362.0
HI,1992,D,Missing data/not specified/undetermined,4,438.0
HI,1992,E,Human,1,988.0
HI,1992,E,Missing data/not specified/undetermined,1,300.0
HI,1992,F,Human,3,9066.0
HI,1993,A,Human,8,0.8
HI,1993,B,Human,1,5.0
HI,1993,B,Missing data/not specified/undetermined,1,9.2
HI,1993,C,Human,1,20.0
HI,1993,E,Human,1,927.0
HI,1993,E,Missing data/not specified/undetermined,1,600.0
HI,1993,F,Missing data/not specified/undetermined,1,1000.0
HI,1994,A,Human,6,0.6000000000000001
HI,1994,B,Human,1,1.0
HI,1994,C,Human,1,40.0
HI,1994,C,Natural,1,37.0
HI,1995,A,Human,4,0.4
HI,1995,A,Natural,1,0.1
HI,1995,B,Human,1,5.0
HI,1995,C,Natural,1,25.0
HI,1995,D,Natural,1,181.0
HI,1995,E,Missing data/not specified/undetermined,1,420.0
HI,1995,E,Natural,1,396.0
HI,1996,A,Human,3,0.30000000000000004
HI,1996,B,Natural,2,10.0
HI,1996,C,Missing data/not specified/undetermined,2,70.0
HI,1996,E,Natural,1,300.0
HI,1997,A,Human,10,1.0
HI,1997,B,Natural,1,1.0
HI,1997,C,Natural,1,50.0
HI,1998,A,Human,2,0.2
HI,1998,A,Missing data/not specified/undetermined,3,0.30000000000000004
HI,1998,B,Human,1,0.6
HI,1998,B,Missing data/not specified/undetermined,1,7.1
HI,1998,C,Missing data/not specified/undetermined,4,123.0
HI,1998,C,Natural,1,30.0
HI,1998,D,Human,1,100.0
HI,1998,D,Missing data/not specified/undetermined,2,346.0
HI,1998,E,Missing data/not specified/undetermined,5,3095.0
HI,1998,F,Missing data/not specified/undetermined,4,9020.0
HI,1998,G,Missing data/not specified/undetermined,2,18953.0
HI,1999,A,Human,4,0.4
HI,1999,A,Missing data/not specified/undetermined,1,0.1
HI,1999,C,Missing data/not specified/undetermined,2,129.0
HI,1999,G,Missing data/not specified/undetermined,2,15000.0
HI,2000,A,Human,1,0.1
HI,2000,A,Missing data/not specified/undetermined,2,0.2
HI,2000,B,Human,1,0.3
HI,2000,B,Missing data/not specified/undetermined,3,11.0
HI,2000,D,Missing data/not specified/undetermined,1,200.0
HI,2000,E,Missing data/not specified/undetermined,1,300.0
HI,2000,F,Human,2,2408.0
HI,2000,F,Missing data/not specified/undetermined,2,2750.0
HI,2001,A,Human,4,0.5
HI,2001,A,Missing data/not specified/undetermined,373,42.050000000000004
HI,2001,B,Missing data/not specified/undetermined,174,223.6
HI,2001,C,Missing data/not specified/undetermined,9,190.0
HI,2001,D,Missing data/not specified/undetermined,3,305.0
HI,2001,E,Missing data/not specified/undetermined,3,1591.0
HI,2002,A,Human,3,0.30000000000000004
HI,2002,A,Missing data/not specified/undetermined,410,46.7
HI,2002,B,Missing data/not specified/undetermined,136,180.4
HI,2002,B,Natural,4,17.3
HI,2002,C,Missing data/not specified/undetermined,13,445.0
HI,2002,C,Natural,2,132.0
HI,2002,D,Human,1,250.0
HI,2002,D,Missing data/not specified/undetermined,4,735.0
HI,2002,D,Natural,1,100.0
HI,2002,F,Missing data/not specified/undetermined,1,1700.0
HI,2002,F,Natural,1,3407.0
HI,2003,A,Missing data/not specified/undetermined,619,70.4
HI,2003,B,Missing data/not specified/undetermined,264,348.2
HI,2003,B,Natural,1,3.0
HI,2003,C,Human,1,70.0
HI,2003,C,Missing data/not specified/undetermined,33,926.0
HI,2003,C,Natural,4,207.0
HI,2003,D,Missing data/not specified/undetermined,5,760.0
HI,2003,E,Missing data/not specified/undetermined,5,1940.0
HI,2003,F,Human,1,2100.0
HI,2003,F,Missing data/not specified/undetermined,6,10924.0
HI,2003,F,Natural,2,6949.0
HI,2004,A,Human,1,0.1
HI,2004,A,Missing data/not specified/undetermined,466,52.300000000000004
HI,2004,B,Missing data/not specified/undetermined,194,280.9
HI,2004,C,Missing data/not specified/undetermined,19,382.0
HI,2004,D,Missing data/not specified/undetermined,4,630.0
HI,2004,E,Missing data/not specified/undetermined,1,400.0
HI,2004,E,Natural,1,656.0
HI,2004,F,Missing data/not specified/undetermined,1,1500.0
HI,2005,A,Human,3,0.4
HI,2005,A,Missing data/not specified/undetermined,768,88.10000000000001
HI,2005,B,Human,1,5.0
HI,2005,B,Missing data/not specified/undetermined,390,553.3
HI,2005,C,Missing data/not specified/undetermined,51,1649.0
HI,2005,D,Missing data/not specified/undetermined,13,1706.0
HI,2005,E,Missing data/not specified/undetermined,10,4200.0
HI,2005,F,Missing data/not specified/undetermined,5,12427.8
HI,2005,G,Missing data/not specified/undetermined,1,25000.0
HI,2006,A,Missing data/not specified/undetermined,548,64.05
HI,2006,B,Missing data/not specified/undetermined,212,311.1
HI,2006,C,Missing data/not specified/undetermined,14,316.0
HI,2006,D,Missing data/not specified/undetermined,3,450.0
HI,2006,E,Missing data/not specified/undetermined,9,4543.0
HI,2006,F,Missing data/not specified/undetermined,3,7812.0
HI,2007,A,Human,2,0.2
HI,2007,A,Missing data/not specified/undetermined,608,68.3
HI,2007,A,Natural,1,0.1
HI,2007,B,Human,2,14.0
HI,2007,B,Missing data/not specified/undetermined,282,404.65
HI,2007,B,Natural,1,4.0
HI,2007,C,Human,2,50.0
HI,2007,C,Missing data/not specified/undetermined,38,1029.0
HI,2007,D,Missing data/not specified/undetermined,9,1637.0
HI,2007,E,Human,1,360.0
HI,2007,E,Missing data/not specified/undetermined,7,2860.0
HI,2007,F,Missing data/not specified/undetermined,9,17109.9
HI,2007,G,Missing data/not specified/undetermined,2,16138.0
HI,2008,A,Human,2,0.2
HI,2008,A,Missing data/not specified/undetermined,589,61.89
HI,2008,B,Missing data/not specified/undetermined,149,204.55
HI,2008,C,Missing data/not specified/undetermined,20,612.0
HI,2008,D,Missing data/not specified/undetermined,3,400.0
HI,2008,E,Human,1,400.0
HI,2008,E,Missing data/not specified/undetermined,4,1650.0
HI,2008,F,Missing data/not specified/undetermined,1,2800.0
HI,2009,A,Missing data/not specified/undetermined,643,49.050000000000004
HI,2009,A,Natural,1,0.1
HI,2009,B,Missing data/not specified/undetermined,145,227.25
HI,2009,C,Human,1,23.0
HI,2009,C,Missing data/not specified/undetermined,16,448.0
HI,2009,D,Missing data/not specified/undetermined,6,928.0
HI,2009,E,Missing data/not specified/undetermined,3,1450.0
HI,2009,E,Natural,1,900.0
HI,2009,G,Missing data/not specified/undetermined,1,7800.0
HI,2010,A,Human,4,0.4
HI,2010,A,Missing data/not specified/undetermined,726,52.63
HI,2010,A,Natural,1,0.1
HI,2010,B,Human,2,2.0
HI,2010,B,Missing data/not specified/undetermined,208,307.69
HI,2010,C,Human,1,10.0
HI,2010,C,Missing data/not specified/undetermined,23,734.0
HI,2010,D,Human,1,100.0
HI,2010,D,Missing data/not specified/undetermined,8,1120.0
HI,2010,E,Human,1,600.0
HI,2010,E,Missing data/not specified/undetermined,8,4087.0
HI,2010,F,Missing data/not specified/undetermined,1,2000.0
HI,2010,G,Missing data/not specified/undetermined,1,6200.0
HI,2011,A,Human,2,0.2
HI,2011,A,Missing data/not specified/undetermined,476,32.47
HI,2011,B,Missing data/not specified/undetermined,104,157.91
HI,2011,C,Missing data/not specified/undetermined,14,415.0
HI,2011,D,Missing data/not specified/undetermined,2,270.0
HI,2011,D,Natural,1,140.0
HI,2011,E,Missing data/not specified/undetermined,1,400.0
HI,2011,F,Missing data/not specified/undetermined,1,1100.0
HI,2011,F,Natural,1,2076.0
HI,2012,A,Missing data/not specified/undetermined,544,33.83
HI,2012,A,Natural,1,0.1
HI,2012,B,Human,1,1.0
HI,2012,B,Missing data/not specified/undetermined,133,226.78
HI,2012,C,Human,2,32.0
HI,2012,C,Missing data/not specified/undetermined,24,822.0
HI,2012,D,Human,1,220.0
HI,2012,D,Missing data/not specified/undetermined,4,550.0
HI,2012,E,Human,1,652.0
HI,2012,E,Missing data/not specified/undetermined,1,450.0
HI,2012,F,Human,1,1000.0
HI,2012,F,Missing data/not specified/undetermined,2,4000.0
HI,2013,A,Human,1,0.1
HI,2013,A,Missing data/not specified/undetermined,43,3.25
HI,2013,A,Natural,2,0.30000000000000004
HI,2013,B,Human,4,12.0
HI,2013,B,Missing data/not specified/undetermined,8,7.75
HI,2013,C,Missing data/not specified/undetermined,1,50.0
HI,2013,E,Human,1,688.0
HI,2014,A,Human,1,0.1
HI,2014,A,Natural,1,0.1
HI,2015,B,Human,1,0.6
HI,2015,E,Human,1,452.0
HI,2015,E,Missing data/not specified/undetermined,1,500.0
HI,2015,F,Human,1,3884.0
HI,2016,A,Human,3,0.30000000000000004
HI,2016,B,Human,6,7.5
HI,2016,C,Human,1,75.2
HI,2016,E,Human,1,775.0
HI,2016,F,Human,3,7177.0
HI,2016,F,Natural,1,1787.0
HI,2016,G,Human,1,5800.0
HI,2017,A,Human,6,0.7000000000000001
HI,2017,A,Natural,1,0.1
HI,2017,B,Human,6,19.7
HI,2017,B,Natural,1,1.5
HI,2017,C,Human,4,100.6
HI,2017,E,Human,2,1250.0
HI,2017,F,Human,2,3845.0
HI,2018,A,Human,3,0.30000000000000004
HI,2018,A,Natural,1,0.1
HI,2018,B,Human,1,8.0
HI,2018,C,Human,2,74.0
HI,2018,C,Natural,1,11.6
HI,2018,E,Human,1,400.0
HI,2018,E,Natural,1,817.0
HI,2018,F,Human,3,6772.0
HI,2018,G,Human,1,18000.0
HI,2019,A,Human,2,0.2
HI,2019,C,Human,2,56.0
HI,2019,D,Human,2,406.0
